system:index,CO_area_mean_mol_per_m2,CO_population_weighted_exposure_mol_per_m2,end_date,population_year_used,port_name,start_date,total_population,year,.geo
00000000000000000012_3,0.029577344240098356,0.029820064142580188,2022-01-01,2020,Panjang,2021-01-01,1324.1287000822088,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_4,0.02804452237162567,0.028346508125589136,2023-01-01,2020,Panjang,2022-01-01,1324.1287000822088,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_5,0.031742841182937485,0.032082665134991785,2024-01-01,2020,Panjang,2023-01-01,1324.1287000822088,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_6,0.03178373644727764,0.03187441057197763,2025-01-01,2020,Panjang,2024-01-01,1324.1287000822088,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_7,0.02852622011582501,0.028671709721243093,2026-01-01,2020,Panjang,2025-01-01,1324.1287000822088,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,0.02666546120466384,0.028284182096340208,2019-01-01,2018.0,Tanjung Priok,2018-12-05,7746.08082471899,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_1,0.035223990204251425,0.03753034916533836,2020-01-01,2019.0,Tanjung Priok,2019-01-01,7969.377631650482,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2,0.031313178006771386,0.032880576553789516,2021-01-01,2020.0,Tanjung Priok,2020-01-01,8194.894098471786,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_3,0.03062518624719298,0.03251561532241097,2022-01-01,2020,Tanjung Priok,2021-01-01,8194.894098471786,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_4,0.029260967171282293,0.031158534444463735,2023-01-01,2020,Tanjung Priok,2022-01-01,8194.894098471786,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_5,0.03368574811084722,0.03609382048646611,2024-01-01,2020,Tanjung Priok,2023-01-01,8194.894098471786,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_6,0.03304766503048736,0.03541271453289954,2025-01-01,2020,Tanjung Priok,2024-01-01,8194.894098471786,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_7,0.029832823321954745,0.031580879179365584,2026-01-01,2020,Tanjung Priok,2025-01-01,8194.894098471786,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,0.04093717079626487,0.041810975804698045,2019-01-01,2018.0,Mangalore,2018-12-05,904.8924380156338,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_1,0.03559533764505558,0.03720383391546244,2020-01-01,2019.0,Mangalore,2019-01-01,911.8841106311367,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2,0.03685921391906004,0.03862745487177856,2021-01-01,2020.0,Mangalore,2020-01-01,921.2129739375097,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_3,0.035091753428664565,0.03660046361018334,2022-01-01,2020,Mangalore,2021-01-01,921.2129739375097,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_4,0.03473845395909987,0.036199906870987085,2023-01-01,2020,Mangalore,2022-01-01,921.2129739375097,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_5,0.03455872643295878,0.03680988499669433,2024-01-01,2020,Mangalore,2023-01-01,921.2129739375097,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_6,0.03664600117304942,0.03808302802520103,2025-01-01,2020,Mangalore,2024-01-01,921.2129739375097,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_7,0.0344050724916139,0.03637980422340054,2026-01-01,2020,Mangalore,2025-01-01,921.2129739375097,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_0,0.037557311173647,0.03748171711974985,2019-01-01,2018.0,Porbandar,2018-12-05,619.0404350834738,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_1,0.03307144057674352,0.03431507139615038,2020-01-01,2019.0,Porbandar,2019-01-01,626.6871407563194,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_2,0.03463500875284458,0.03608592906246532,2021-01-01,2020.0,Porbandar,2020-01-01,637.5546944806101,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_3,0.03383692576624603,0.03519112729539549,2022-01-01,2020,Porbandar,2021-01-01,637.5546944806101,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_4,0.032741761913535644,0.03397904545028401,2023-01-01,2020,Porbandar,2022-01-01,637.5546944806101,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_5,0.0333570669370577,0.03463991287558854,2024-01-01,2020,Porbandar,2023-01-01,637.5546944806101,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_6,0.035367542432370475,0.036660265512296515,2025-01-01,2020,Porbandar,2024-01-01,637.5546944806101,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_7,0.034118294492310484,0.03573597673472399,2026-01-01,2020,Porbandar,2025-01-01,637.5546944806101,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_0,0.03774007633142515,0.038031511167920945,2019-01-01,2018.0,Bassein,2018-12-05,649.0389280835644,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_1,0.039722981011633476,0.04061160629686502,2020-01-01,2019.0,Bassein,2019-01-01,640.4907696156228,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_2,0.039997102959542265,0.04084090344355943,2021-01-01,2020.0,Bassein,2020-01-01,635.8399138139597,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_3,0.03874285919292261,0.039450250219431895,2022-01-01,2020,Bassein,2021-01-01,635.8399138139597,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_4,0.03703925763237302,0.03772576093955741,2023-01-01,2020,Bassein,2022-01-01,635.8399138139597,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_5,0.04070342484807511,0.04129340574970168,2024-01-01,2020,Bassein,2023-01-01,635.8399138139597,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_6,0.03982840752145179,0.040816139500987496,2025-01-01,2020,Bassein,2024-01-01,635.8399138139597,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_7,0.03631512109878458,0.03750669932619614,2026-01-01,2020,Bassein,2025-01-01,635.8399138139597,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,0.03257056207763534,0.03264159927862957,2019-01-01,2018.0,Malacca,2018-12-05,920.4275205160181,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_1,0.03691953159337396,0.03663942018620258,2020-01-01,2019.0,Malacca,2019-01-01,946.5247174536775,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2,0.03190471327970779,0.03203149277090178,2021-01-01,2020.0,Malacca,2020-01-01,972.5537234393112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_3,0.03058976115221596,0.030781745671639663,2022-01-01,2020,Malacca,2021-01-01,972.5537234393112,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_4,0.029565498279041803,0.029883217632050114,2023-01-01,2020,Malacca,2022-01-01,972.5537234393112,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_5,0.03333920614056487,0.03330468556514123,2024-01-01,2020,Malacca,2023-01-01,972.5537234393112,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_6,0.03167163902966672,0.031876113879634266,2025-01-01,2020,Malacca,2024-01-01,972.5537234393112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_7,0.030238129054402766,0.030363714628319053,2026-01-01,2020,Malacca,2025-01-01,972.5537234393112,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,0.03224519361547924,0.033104611606067536,2019-01-01,2018.0,Port Dickson,2018-12-05,1808.1533645537843,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_1,0.03727452400143388,0.03720754900424048,2020-01-01,2019.0,Port Dickson,2019-01-01,1862.2076227472983,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2,0.03182235884141438,0.032460910607475774,2021-01-01,2020.0,Port Dickson,2020-01-01,1916.014003800659,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_3,0.030578612921115397,0.0313033060036862,2022-01-01,2020,Port Dickson,2021-01-01,1916.014003800659,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_4,0.02943197363998715,0.030276942560408738,2023-01-01,2020,Port Dickson,2022-01-01,1916.014003800659,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_5,0.03320512288717275,0.03362756319845055,2024-01-01,2020,Port Dickson,2023-01-01,1916.014003800659,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_6,0.031601890622683135,0.032278944891814015,2025-01-01,2020,Port Dickson,2024-01-01,1916.014003800659,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_7,0.03020312417661553,0.030750215279138512,2026-01-01,2020,Port Dickson,2025-01-01,1916.014003800659,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,0.033675711492374874,0.03367293883537859,2019-01-01,2018.0,Songkhla,2018-12-05,604.28960012047,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_1,0.03356306517007101,0.03331147305071784,2020-01-01,2019.0,Songkhla,2019-01-01,611.1655895177056,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_2,0.033364579672423705,0.03271926139345941,2021-01-01,2020.0,Songkhla,2020-01-01,617.2135753573594,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_3,0.031369653436823935,0.030787057085669763,2022-01-01,2020,Songkhla,2021-01-01,617.2135753573594,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_4,0.030703708949009388,0.030071415522177538,2023-01-01,2020,Songkhla,2022-01-01,617.2135753573594,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_5,0.03223196587020965,0.031861790801547316,2024-01-01,2020,Songkhla,2023-01-01,617.2135753573594,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_6,0.03252117130284554,0.03201503481986272,2025-01-01,2020,Songkhla,2024-01-01,617.2135753573594,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_7,0.030680943848885835,0.030248820147965563,2026-01-01,2020,Songkhla,2025-01-01,617.2135753573594,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0,0.04140551311402132,0.04283962558644393,2019-01-01,2018.0,Hai Phong,2018-12-05,3484.020849392199,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_1,0.04689815677980418,0.04834611550337569,2020-01-01,2019.0,Hai Phong,2019-01-01,3522.232764706103,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_2,0.04425860439519938,0.045068814346603286,2021-01-01,2020.0,Hai Phong,2020-01-01,3562.9874770494653,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_3,0.043139607764935556,0.043342091467677764,2022-01-01,2020,Hai Phong,2021-01-01,3562.9874770494653,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_4,0.04012563176719446,0.041408919204893715,2023-01-01,2020,Hai Phong,2022-01-01,3562.9874770494653,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_5,0.0463061022724251,0.047178381514002915,2024-01-01,2020,Hai Phong,2023-01-01,3562.9874770494653,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_6,0.044770264655130204,0.04594777973426543,2025-01-01,2020,Hai Phong,2024-01-01,3562.9874770494653,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_7,0.041129716704200056,0.04217113459627158,2026-01-01,2020,Hai Phong,2025-01-01,3562.9874770494653,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,0.04115002945344018,0.04183087629400909,2019-01-01,2018.0,Guangzhou,2018-12-05,11353.859475647188,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_1,0.04410603212201246,0.04455435825813605,2020-01-01,2019.0,Guangzhou,2019-01-01,11642.350908951337,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_2,0.0420948554611385,0.04234880547968974,2021-01-01,2020.0,Guangzhou,2020-01-01,11929.0529373498,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_3,0.04206740025988666,0.042462171996193024,2022-01-01,2020,Guangzhou,2021-01-01,11929.0529373498,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_4,0.03907576827504988,0.0394602477555227,2023-01-01,2020,Guangzhou,2022-01-01,11929.0529373498,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_5,0.04196887212373163,0.04179535634466648,2024-01-01,2020,Guangzhou,2023-01-01,11929.0529373498,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_6,0.0421180721602025,0.04214144520250226,2025-01-01,2020,Guangzhou,2024-01-01,11929.0529373498,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_7,0.03878128585423933,0.038993377353424986,2026-01-01,2020,Guangzhou,2025-01-01,11929.0529373498,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,0.05574286765864193,0.05658577588249467,2019-01-01,2018.0,Jiangyin,2018-12-05,7136.582753179038,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_1,0.04830247196644409,0.04857343363839865,2020-01-01,2019.0,Jiangyin,2019-01-01,7224.353167194946,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_2,0.04942395061168634,0.0496298300080997,2021-01-01,2020.0,Jiangyin,2020-01-01,7314.547279642285,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_3,0.047221782475282026,0.047453403856547234,2022-01-01,2020,Jiangyin,2021-01-01,7314.547279642285,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_4,0.04410951558805764,0.04423729732793458,2023-01-01,2020,Jiangyin,2022-01-01,7314.547279642285,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_5,0.04656185307576323,0.04674551118942208,2024-01-01,2020,Jiangyin,2023-01-01,7314.547279642285,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_6,0.04623374176508561,0.04631432880797538,2025-01-01,2020,Jiangyin,2024-01-01,7314.547279642285,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_7,0.04295846999629332,0.043032341445677615,2026-01-01,2020,Jiangyin,2025-01-01,7314.547279642285,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_0,0.036742657268671264,0.036579981742928945,2019-01-01,2018.0,Sanya,2018-12-05,376.306079459161,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_1,0.040678205980582215,0.04007720389087397,2020-01-01,2019.0,Sanya,2019-01-01,383.2156833663586,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_2,0.04003533361068812,0.03946571080310379,2021-01-01,2020.0,Sanya,2020-01-01,389.24633305474526,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_3,0.03840150800551237,0.03837107967623043,2022-01-01,2020,Sanya,2021-01-01,389.24633305474526,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_4,0.03560472165189558,0.035404333149813394,2023-01-01,2020,Sanya,2022-01-01,389.24633305474526,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_5,0.04115699561347026,0.03985034041398672,2024-01-01,2020,Sanya,2023-01-01,389.24633305474526,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_6,0.04063658862318732,0.03974457405725044,2025-01-01,2020,Sanya,2024-01-01,389.24633305474526,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_7,0.03620993358918594,0.036057311379750726,2026-01-01,2020,Sanya,2025-01-01,389.24633305474526,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,0.02702542700636357,0.026565364861814565,2019-01-01,2018.0,Nunukan,2018-12-05,178.55430544280796,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_1,0.02923560998174172,0.029521019313852828,2020-01-01,2019.0,Nunukan,2019-01-01,186.43009783369948,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_2,0.028029492191765468,0.028154522171260295,2021-01-01,2020.0,Nunukan,2020-01-01,191.39750663761546,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_3,0.026428925461182435,0.02659561837557764,2022-01-01,2020,Nunukan,2021-01-01,191.39750663761546,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_4,0.02514989595166549,0.02542115014113251,2023-01-01,2020,Nunukan,2022-01-01,191.39750663761546,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_5,0.028380864104060648,0.028629611126322327,2024-01-01,2020,Nunukan,2023-01-01,191.39750663761546,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_6,0.02827185695897601,0.028509771955835348,2025-01-01,2020,Nunukan,2024-01-01,191.39750663761546,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_7,0.025832270532637754,0.026162270228468478,2026-01-01,2020,Nunukan,2025-01-01,191.39750663761546,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_0,0.039676371936313105,0.03925160749275196,2019-01-01,2018.0,Ratnagiri,2018-12-05,562.1736798056203,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_1,0.035065580014872005,0.03626905409379628,2020-01-01,2019.0,Ratnagiri,2019-01-01,562.3136978964012,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_2,0.037131344600568744,0.03789002704404897,2021-01-01,2020.0,Ratnagiri,2020-01-01,567.0675719256494,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_3,0.03591037538805468,0.03710821287077092,2022-01-01,2020,Ratnagiri,2021-01-01,567.0675719256494,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_4,0.03516271427598289,0.0359225614153344,2023-01-01,2020,Ratnagiri,2022-01-01,567.0675719256494,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_5,0.03509293493814442,0.03621890013134713,2024-01-01,2020,Ratnagiri,2023-01-01,567.0675719256494,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_6,0.03741596718090185,0.03843741278391333,2025-01-01,2020,Ratnagiri,2024-01-01,567.0675719256494,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_7,0.03556558563605713,0.03719526809267133,2026-01-01,2020,Ratnagiri,2025-01-01,567.0675719256494,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_0,0.03201813379231279,0.03167448537582763,2019-01-01,2018.0,Gwadar,2018-12-05,42.79555987883724,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_1,0.03166040424857025,0.03176901369133374,2020-01-01,2019.0,Gwadar,2019-01-01,43.57996941823876,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_2,0.03263135350303557,0.03293049396743979,2021-01-01,2020.0,Gwadar,2020-01-01,44.41409089952416,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_3,0.03294305720460865,0.03304439404599177,2022-01-01,2020,Gwadar,2021-01-01,44.41409089952416,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_4,0.03123922137929452,0.031331649931028015,2023-01-01,2020,Gwadar,2022-01-01,44.41409089952416,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_5,0.031938624117905066,0.032096656125561014,2024-01-01,2020,Gwadar,2023-01-01,44.41409089952416,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_6,0.033549809517203114,0.03370633749782038,2025-01-01,2020,Gwadar,2024-01-01,44.41409089952416,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_7,0.03252997587859963,0.032470485420406,2026-01-01,2020,Gwadar,2025-01-01,44.41409089952416,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_0,0.03933347891912732,0.04084561459522844,2019-01-01,2018.0,Bombay,2018-12-05,5813.166854773555,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_1,0.03535578891160993,0.03838309255224575,2020-01-01,2019.0,Bombay,2019-01-01,5921.6340309457455,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_2,0.03706251637422559,0.03986413847224219,2021-01-01,2020.0,Bombay,2020-01-01,6034.50536914304,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_3,0.036285230327609365,0.03968017265023947,2022-01-01,2020,Bombay,2021-01-01,6034.50536914304,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_4,0.03550941771848788,0.03827306785961714,2023-01-01,2020,Bombay,2022-01-01,6034.50536914304,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_5,0.03584881558523943,0.03902928205389071,2024-01-01,2020,Bombay,2023-01-01,6034.50536914304,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_6,0.03793529250305386,0.04122798164100003,2025-01-01,2020,Bombay,2024-01-01,6034.50536914304,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_7,0.036330369343259505,0.04001736537966791,2026-01-01,2020,Bombay,2025-01-01,6034.50536914304,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_0,0.03909863702234666,0.04071430815555538,2019-01-01,2018.0,Jawaharlal Nehru Port,2018-12-05,6084.305908737704,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_1,0.035642518001343555,0.03828574157455416,2020-01-01,2019.0,Jawaharlal Nehru Port,2019-01-01,6201.725757468099,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_2,0.03724788515348245,0.03975183773779125,2021-01-01,2020.0,Jawaharlal Nehru Port,2020-01-01,6325.1291773953835,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_3,0.036607880822845204,0.03957104480442976,2022-01-01,2020,Jawaharlal Nehru Port,2021-01-01,6325.1291773953835,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_4,0.03571901018920807,0.03815903495207228,2023-01-01,2020,Jawaharlal Nehru Port,2022-01-01,6325.1291773953835,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_5,0.03609157223794988,0.03890199781569285,2024-01-01,2020,Jawaharlal Nehru Port,2023-01-01,6325.1291773953835,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_6,0.03822334518159764,0.04109224248520212,2025-01-01,2020,Jawaharlal Nehru Port,2024-01-01,6325.1291773953835,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_7,0.03666570183642904,0.03988735413905822,2026-01-01,2020,Jawaharlal Nehru Port,2025-01-01,6325.1291773953835,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_0,0.039894381827353304,0.04113592143328144,2019-01-01,2018.0,Cochin,2018-12-05,2571.125119975676,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_1,0.03480226507063089,0.03693366674616124,2020-01-01,2019.0,Cochin,2019-01-01,2581.6373392107416,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_2,0.0355324948779473,0.0376480332277124,2021-01-01,2020.0,Cochin,2020-01-01,2587.914626862371,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_3,0.03405073516882165,0.03651550506094935,2022-01-01,2020,Cochin,2021-01-01,2587.914626862371,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_4,0.03290610851821578,0.034769397065847106,2023-01-01,2020,Cochin,2022-01-01,2587.914626862371,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_5,0.03426253047477826,0.036446431103353404,2024-01-01,2020,Cochin,2023-01-01,2587.914626862371,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_6,0.03494664840019116,0.0366808223090217,2025-01-01,2020,Cochin,2024-01-01,2587.914626862371,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_7,0.03342889967386513,0.03512451050251852,2026-01-01,2020,Cochin,2025-01-01,2587.914626862371,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,0.039699515178575874,0.040906954864931365,2019-01-01,2018.0,Madras,2018-12-05,2994.6968499115874,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_1,0.03785040390480618,0.03812571165562793,2020-01-01,2019.0,Madras,2019-01-01,3062.8523905715533,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_2,0.03825050546293995,0.03855106162332836,2021-01-01,2020.0,Madras,2020-01-01,3132.2947939263827,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_3,0.036901216411762985,0.03753134189645329,2022-01-01,2020,Madras,2021-01-01,3132.2947939263827,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_4,0.0360453499433033,0.03633706559786198,2023-01-01,2020,Madras,2022-01-01,3132.2947939263827,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_5,0.03784416300851111,0.038331400881630034,2024-01-01,2020,Madras,2023-01-01,3132.2947939263827,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_6,0.037928021641197074,0.03806528403258079,2025-01-01,2020,Madras,2024-01-01,3132.2947939263827,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_7,0.036545153004047336,0.03680015082791126,2026-01-01,2020,Madras,2025-01-01,3132.2947939263827,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_0,0.046614983293351425,0.04713214491845558,2019-01-01,2018.0,Calcutta,2018-12-05,9209.718040121881,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
