port_name,mean
Yantian,0.8000771617550235
Kakinada,1.1380972047253002
Tuticorin,0.6547034766212753
Galle,0.9834047047053822
Kemaman,1.326727406459141
Bangkok,1.1952420298494526
Laem Chabang,0.8566881592116892
Sriracha,0.963795760110091
Haimen,0.9064691913844093
Qinhuangdao,0.5905630526271254
Yingkou,0.4887233107003195
Alleppey,1.131722193097112
Keelung,0.5716731561817954
Mongla,1.649074993176683
Lianyungang,0.6958453958949758
Zhanjiang,0.9215300517461458
Zhoushan,0.3901018035235624
Lhokseumawe,1.3545701466226483
Panjang,0.9007817467269588
Tanjung Priok,1.1568011647271041
Mangalore,1.0964239858596192
Porbandar,0.42476062633068495
Bassein,1.0823800521384805
Malacca,1.7112730646563563
Port Dickson,1.6152361533825135
Songkhla,1.2766458702746313
Hai Phong,1.164626554004302
Guangzhou,0.9600213345515449
Jiangyin,0.9956173654638905
Sanya,0.8841141818995378
Nunukan,1.4357796904739177
Ratnagiri,0.656842040309345
Gwadar,0.08112483486149633
Bombay,0.6099842213474058
Jawaharlal Nehru Port,0.6585860997874003
Cochin,1.1683935154420941
Madras,0.6034914619775927
Calcutta,1.384224908641064
Phuket,0.5922293401795187
Pulau Pinang,1.163419477021909
Belawan,1.3899459070423088
Semarang,1.3350768714206374
Kupang,-0.09804318353096232
Kuching,1.960613382487412
Miri,1.3411025525269333
Kota Kinabalu,1.4404261086954309
Pelabuhan Sandakan,1.5953901420351178
Ujungpandang,1.8112874234062353
Nanjing,0.8871231210969445
Hankow,1.2159364581226793
Chang Sha,1.687909838655053
Dumaguete,0.4799511535783477
Jiangmen,1.2712405615852738
Wenzhou,1.1354585637500383
Yantai,0.44726173516849976
Zhuhai,0.6893909363531657
Banjarmasin,1.9473230098789467
Tanjung Pandan,0.457442329299347
Kandla,0.6559413768069075
Pondicherry,0.733902637028164
Trincomalee,1.0789200752129053
Subic Bay,0.8858474633655509
Beihai,0.9764648990517025
Port Blair,0.3198257692079756
Masbate,0.7566754046356565
Ningbo,0.8516630006756479
Xiamen,1.1264646503879308
Senipah,1.4125771873629362
Bhavnagar,0.5950840535672078
Visakhapatnam,0.6774138809421788
Colombo,1.2378637904913639
Kaohsiung,0.8039904388369679
Taichung,0.9821564249734246
Da Nang,1.0998485849135475
Haikou,1.1982964396619442
Surabaya,1.1558420148097932
Zamboanga,0.12865925265760747
Chittagong,0.7791800528937072
Dalian,0.37308720374598126
Qingdao,0.49737007752198603
Shanghai,0.28020431948463764
Hong Kong,0.5789148376206131
Surabaya,1.0589539553064566
Phnom Penh,1.0923012431209436
Male,0.06114939954089813
Yangon,0.6668674572597094
Singapore,1.5094155718056845
Bangkok,1.1528135280319574
Ho Chi Minh City,1.3678705957435668
Fuzhou,1.5406944668197777
Shantou,0.9671543521756344
Guangzhou,1.5335712907535135
Tianjin,0.42315635965371445
Karachi,0.2622195043987769
Taipei,0.7179855442238593
Manila,2.0640397891592417
