port_name,mean
Yantian,7.490098011666084
Kakinada,0.6888590024762339
Tuticorin,0.6552124018919513
Galle,0.471790567793751
Kemaman,0.7410249781959763
Bangkok,5.029722057644071
Laem Chabang,3.930785851500123
Sriracha,4.272376089562051
Haimen,1.7940838631625093
Qinhuangdao,1.2192581936429823
Yingkou,1.5674908836289982
Alleppey,0.6412310015450876
Keelung,1.8340330004878844
Mongla,0.5406094973738554
Lianyungang,1.8206624648200818
Zhanjiang,1.463438824461843
Zhoushan,2.962224298110103
Lhokseumawe,0.3559686622701616
Panjang,0.7986035711726032
Tanjung Priok,2.972480959264306
Mangalore,0.4068436454687889
Porbandar,0.7825320647044227
Bassein,0.2680669514028646
Malacca,2.2686035928950536
Port Dickson,3.6739105847117437
Songkhla,0.9474997700785637
Hai Phong,1.8466477082231727
Guangzhou,10.844886311798033
Jiangyin,7.6629484207713565
Sanya,0.6748804967689354
Nunukan,0.31773082779798006
Ratnagiri,0.3767741736653859
Gwadar,0.3025511343080989
Bombay,1.8310422067733505
Jawaharlal Nehru Port,1.9935843944242306
Cochin,0.6647007859018398
Madras,1.4583354405249145
Calcutta,1.8651491839505332
Phuket,0.5700337005440588
Pulau Pinang,1.398237821789372
Belawan,0.8748055175978016
Semarang,1.4191980192738096
Kupang,0.27292358575243386
Kuching,0.40312320572480714
Miri,0.24715579243847108
Kota Kinabalu,0.3766567032937203
Pelabuhan Sandakan,0.2906635106506152
Ujungpandang,0.4657762383854598
Nanjing,4.063548786202821
Hankow,2.8050654568825952
Chang Sha,1.8953417169303268
Dumaguete,0.2259818600666879
Jiangmen,7.591797590568652
Wenzhou,2.3862599118133234
Yantai,1.4812557456281257
Zhuhai,8.148730885623896
Banjarmasin,0.3969739005516548
Tanjung Pandan,0.24837418453430554
Kandla,1.3048839875686413
Pondicherry,0.8390268533634683
Trincomalee,0.338631321516403
Subic Bay,1.260523377540472
Beihai,1.2616477791060257
Port Blair,0.18853996981752139
Masbate,0.2778844652744213
Ningbo,3.881591677348548
Xiamen,3.3013601165947724
Senipah,0.5050383852695942
Bhavnagar,1.300105929126729
Visakhapatnam,0.6953163201921692
Colombo,0.690633799838102
Kaohsiung,2.069393031837928
Taichung,2.6288041622028326
Da Nang,0.6837293205770042
Haikou,1.071163066023201
Surabaya,0.8033314972797128
Zamboanga,0.225256856354988
Chittagong,0.5662765912130333
Dalian,1.2390085633219519
Qingdao,2.092604595208668
Shanghai,8.094210355267526
Hong Kong,7.184600586436862
Surabaya,1.846699143144594
Phnom Penh,0.4794063279640932
Male,0.30868512112079716
Yangon,0.6287503201953051
Singapore,3.0151393088713005
Bangkok,5.0185372590896105
Ho Chi Minh City,3.2809060537011128
Fuzhou,2.1546170443009682
Shantou,2.1888468790516686
Guangzhou,9.67807258190409
Tianjin,4.543465373222653
Karachi,1.534873281430074
Taipei,1.966900405892072
Manila,1.5612823195022223
