system:index,NO2_area_mean_mol_per_m2,NO2_population_weighted_exposure_mol_per_m2,end_date,population_year_used,port_name,start_date,total_population,year,.geo
00000000000000000011_1,1.3402310964208921E-5,1.3477822738373559E-5,2020-01-01,2019.0,Lhokseumawe,2019-01-01,317.32257927771576,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_2,1.2594482203016676E-5,1.2819353415771988E-5,2021-01-01,2020.0,Lhokseumawe,2020-01-01,318.84682140876265,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_3,1.207467870456231E-5,1.2340886789901723E-5,2022-01-01,2020,Lhokseumawe,2021-01-01,318.84682140876265,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_4,1.3268550368179083E-5,1.3107444944192764E-5,2023-01-01,2020,Lhokseumawe,2022-01-01,318.84682140876265,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_5,1.4382917807968825E-5,1.4479721851201778E-5,2024-01-01,2020,Lhokseumawe,2023-01-01,318.84682140876265,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_6,1.3682881277479053E-5,1.3707108962886954E-5,2025-01-01,2020,Lhokseumawe,2024-01-01,318.84682140876265,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_7,1.336894959377538E-5,1.2804837287254235E-5,2026-01-01,2020,Lhokseumawe,2025-01-01,318.84682140876265,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,1.6957797610885475E-5,1.653639897561183E-5,2019-01-01,2018.0,Panjang,2018-12-05,1273.8591405841648,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_1,2.2333403062993776E-5,2.293372824857756E-5,2020-01-01,2019.0,Panjang,2019-01-01,1300.658893726152,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_2,1.933038446631952E-5,1.907377776319021E-5,2021-01-01,2020.0,Panjang,2020-01-01,1324.1287000822088,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_3,2.0994326865838306E-5,2.2292943893094584E-5,2022-01-01,2020,Panjang,2021-01-01,1324.1287000822088,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_4,2.042972582721352E-5,2.1050634884639168E-5,2023-01-01,2020,Panjang,2022-01-01,1324.1287000822088,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_5,2.321570069403469E-5,2.4869326182366014E-5,2024-01-01,2020,Panjang,2023-01-01,1324.1287000822088,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_6,2.3009762239100735E-5,2.3125399222041516E-5,2025-01-01,2020,Panjang,2024-01-01,1324.1287000822088,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_7,1.9843588602190076E-5,1.978766181107003E-5,2026-01-01,2020,Panjang,2025-01-01,1324.1287000822088,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,3.348329979443229E-5,5.657294842408172E-5,2019-01-01,2018.0,Tanjung Priok,2018-12-05,7746.08082471899,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_1,3.71706428418948E-5,7.963292328386923E-5,2020-01-01,2019.0,Tanjung Priok,2019-01-01,7969.377631650482,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2,3.106247554674604E-5,5.798228292494505E-5,2021-01-01,2020.0,Tanjung Priok,2020-01-01,8194.894098471786,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_3,3.7907893827131757E-5,7.925290814625868E-5,2022-01-01,2020,Tanjung Priok,2021-01-01,8194.894098471786,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_4,3.8182066771863397E-5,7.267672686814005E-5,2023-01-01,2020,Tanjung Priok,2022-01-01,8194.894098471786,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_5,4.011284647970823E-5,8.31095277832103E-5,2024-01-01,2020,Tanjung Priok,2023-01-01,8194.894098471786,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_6,3.857177541189079E-5,7.803961560216725E-5,2025-01-01,2020,Tanjung Priok,2024-01-01,8194.894098471786,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_7,3.6662065962295375E-5,7.211942700291753E-5,2026-01-01,2020,Tanjung Priok,2025-01-01,8194.894098471786,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,2.2255601563003806E-5,2.691193336794293E-5,2019-01-01,2018.0,Mangalore,2018-12-05,904.8924380156338,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_1,1.9146919033779155E-5,2.2749670972864555E-5,2020-01-01,2019.0,Mangalore,2019-01-01,911.8841106311367,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2,1.697162778334898E-5,1.9820711187708588E-5,2021-01-01,2020.0,Mangalore,2020-01-01,921.2129739375097,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_3,1.770804346405347E-5,2.0921132675119966E-5,2022-01-01,2020,Mangalore,2021-01-01,921.2129739375097,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_4,1.8613945568626395E-5,2.2036685689447916E-5,2023-01-01,2020,Mangalore,2022-01-01,921.2129739375097,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_5,2.0044209323034176E-5,2.4044525591468343E-5,2024-01-01,2020,Mangalore,2023-01-01,921.2129739375097,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_6,1.877171457326216E-5,2.2234310716096418E-5,2025-01-01,2020,Mangalore,2024-01-01,921.2129739375097,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_7,2.008336018025745E-5,2.38718006296571E-5,2026-01-01,2020,Mangalore,2025-01-01,921.2129739375097,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_0,4.437772254786159E-5,5.129295912983285E-5,2019-01-01,2018.0,Porbandar,2018-12-05,619.0404350834738,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_1,2.472166586488425E-5,3.06526253062814E-5,2020-01-01,2019.0,Porbandar,2019-01-01,626.6871407563194,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_2,2.6970451054873804E-5,3.351005608976115E-5,2021-01-01,2020.0,Porbandar,2020-01-01,637.5546944806101,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_3,2.539260609528306E-5,3.182615107976393E-5,2022-01-01,2020,Porbandar,2021-01-01,637.5546944806101,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_4,2.6009403185797592E-5,3.311705640447376E-5,2023-01-01,2020,Porbandar,2022-01-01,637.5546944806101,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_5,2.5812319776140046E-5,3.237878866833267E-5,2024-01-01,2020,Porbandar,2023-01-01,637.5546944806101,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_6,2.830268027271907E-5,3.4758061773137666E-5,2025-01-01,2020,Porbandar,2024-01-01,637.5546944806101,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_7,2.7616304891635005E-5,3.495949373228734E-5,2026-01-01,2020,Porbandar,2025-01-01,637.5546944806101,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_0,1.3289444852433515E-5,1.549773297381565E-5,2019-01-01,2018.0,Bassein,2018-12-05,649.0389280835644,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_1,1.494139832282939E-5,1.670699434013685E-5,2020-01-01,2019.0,Bassein,2019-01-01,640.4907696156228,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_2,1.355611752924465E-5,1.526141280277316E-5,2021-01-01,2020.0,Bassein,2020-01-01,635.8399138139597,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_3,1.3861774305387557E-5,1.5316608683896E-5,2022-01-01,2020,Bassein,2021-01-01,635.8399138139597,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_4,1.4077800976910304E-5,1.567484463711148E-5,2023-01-01,2020,Bassein,2022-01-01,635.8399138139597,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_5,1.5760261102200822E-5,1.7859888847542782E-5,2024-01-01,2020,Bassein,2023-01-01,635.8399138139597,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_6,1.4817935463646289E-5,1.6845352256805694E-5,2025-01-01,2020,Bassein,2024-01-01,635.8399138139597,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_7,1.4459610166484521E-5,1.6272731663778266E-5,2026-01-01,2020,Bassein,2025-01-01,635.8399138139597,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,2.6686379917812506E-5,4.3764406764657266E-5,2019-01-01,2018.0,Malacca,2018-12-05,920.4275205160181,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_1,2.476744959750107E-5,3.664176771564617E-5,2020-01-01,2019.0,Malacca,2019-01-01,946.5247174536775,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2,2.196346453010643E-5,3.183540288122948E-5,2021-01-01,2020.0,Malacca,2020-01-01,972.5537234393112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_3,2.453035196768479E-5,3.813360309498186E-5,2022-01-01,2020,Malacca,2021-01-01,972.5537234393112,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_4,2.578180134590858E-5,4.27327129352443E-5,2023-01-01,2020,Malacca,2022-01-01,972.5537234393112,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_5,2.9142293199949345E-5,4.6691387906383966E-5,2024-01-01,2020,Malacca,2023-01-01,972.5537234393112,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_6,2.891995559206004E-5,4.541941212916294E-5,2025-01-01,2020,Malacca,2024-01-01,972.5537234393112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_7,2.88033546481847E-5,4.992022000054739E-5,2026-01-01,2020,Malacca,2025-01-01,972.5537234393112,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,3.058953959517518E-5,6.17651456410228E-5,2019-01-01,2018.0,Port Dickson,2018-12-05,1808.1533645537843,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_1,3.0161253862882933E-5,6.232760356974428E-5,2020-01-01,2019.0,Port Dickson,2019-01-01,1862.2076227472983,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2,2.6864548285239783E-5,5.240398947710915E-5,2021-01-01,2020.0,Port Dickson,2020-01-01,1916.014003800659,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_3,2.880904351885532E-5,5.8239151614479925E-5,2022-01-01,2020,Port Dickson,2021-01-01,1916.014003800659,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_4,3.069852171753278E-5,6.38435368895794E-5,2023-01-01,2020,Port Dickson,2022-01-01,1916.014003800659,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_5,3.473095582132492E-5,6.976414316049968E-5,2024-01-01,2020,Port Dickson,2023-01-01,1916.014003800659,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_6,3.5307645206317016E-5,7.029737172849004E-5,2025-01-01,2020,Port Dickson,2024-01-01,1916.014003800659,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_7,3.5782845672522234E-5,7.888632923810698E-5,2026-01-01,2020,Port Dickson,2025-01-01,1916.014003800659,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,1.058163674305694E-5,1.1633941246429216E-5,2019-01-01,2018.0,Songkhla,2018-12-05,604.28960012047,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_1,1.1163348369610062E-5,1.2617418532305995E-5,2020-01-01,2019.0,Songkhla,2019-01-01,611.1655895177056,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_2,1.014149992828801E-5,1.1838511525231583E-5,2021-01-01,2020.0,Songkhla,2020-01-01,617.2135753573594,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_3,1.0222390767059769E-5,1.2114397229791584E-5,2022-01-01,2020,Songkhla,2021-01-01,617.2135753573594,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_4,1.1161372383188698E-5,1.298234797587144E-5,2023-01-01,2020,Songkhla,2022-01-01,617.2135753573594,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_5,1.2087608220361357E-5,1.3999743352367083E-5,2024-01-01,2020,Songkhla,2023-01-01,617.2135753573594,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_6,1.142383562386913E-5,1.359305404425814E-5,2025-01-01,2020,Songkhla,2024-01-01,617.2135753573594,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_7,1.0850134786180318E-5,1.2605346716727948E-5,2026-01-01,2020,Songkhla,2025-01-01,617.2135753573594,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0,6.127133909791888E-5,8.95869959774781E-5,2019-01-01,2018.0,Hai Phong,2018-12-05,3484.020849392199,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_1,5.2414242477825135E-5,7.236994232877995E-5,2020-01-01,2019.0,Hai Phong,2019-01-01,3522.232764706103,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_2,4.3625061546103686E-5,6.16126954094984E-5,2021-01-01,2020.0,Hai Phong,2020-01-01,3562.9874770494653,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_3,5.723270308038508E-5,8.344108343463769E-5,2022-01-01,2020,Hai Phong,2021-01-01,3562.9874770494653,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_4,5.318170283373417E-5,7.497522874374577E-5,2023-01-01,2020,Hai Phong,2022-01-01,3562.9874770494653,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_5,5.3957762071392385E-5,7.293253721669875E-5,2024-01-01,2020,Hai Phong,2023-01-01,3562.9874770494653,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_6,5.378264426257214E-5,7.613578924733356E-5,2025-01-01,2020,Hai Phong,2024-01-01,3562.9874770494653,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_7,5.778207457490434E-5,8.015325032193486E-5,2026-01-01,2020,Hai Phong,2025-01-01,3562.9874770494653,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,1.8416739025191835E-4,2.216443223513286E-4,2019-01-01,2018.0,Guangzhou,2018-12-05,11353.859475647188,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_1,1.1593621704649805E-4,1.4811970403950483E-4,2020-01-01,2019.0,Guangzhou,2019-01-01,11642.350908951337,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_2,9.612155179964727E-5,1.2361632292749044E-4,2021-01-01,2020.0,Guangzhou,2020-01-01,11929.0529373498,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_3,1.2506534466681117E-4,1.6246324145844978E-4,2022-01-01,2020,Guangzhou,2021-01-01,11929.0529373498,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_4,1.0569581573518399E-4,1.3559645342486217E-4,2023-01-01,2020,Guangzhou,2022-01-01,11929.0529373498,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_5,1.0972907463351444E-4,1.3880897996269617E-4,2024-01-01,2020,Guangzhou,2023-01-01,11929.0529373498,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_6,1.0301792276230891E-4,1.271823679085147E-4,2025-01-01,2020,Guangzhou,2024-01-01,11929.0529373498,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_7,1.0657083465778899E-4,1.3268952149392022E-4,2026-01-01,2020,Guangzhou,2025-01-01,11929.0529373498,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,2.1845948133592522E-4,2.423649287611785E-4,2019-01-01,2018.0,Jiangyin,2018-12-05,7136.582753179038,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_1,1.524582100659246E-4,1.783706777792257E-4,2020-01-01,2019.0,Jiangyin,2019-01-01,7224.353167194946,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_2,1.4011470778741813E-4,1.625310186325438E-4,2021-01-01,2020.0,Jiangyin,2020-01-01,7314.547279642285,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_3,1.9717650798232986E-4,2.256044291133536E-4,2022-01-01,2020,Jiangyin,2021-01-01,7314.547279642285,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_4,1.398035004071392E-4,1.6215294792531047E-4,2023-01-01,2020,Jiangyin,2022-01-01,7314.547279642285,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_5,1.6008124779813532E-4,1.8339438973525289E-4,2024-01-01,2020,Jiangyin,2023-01-01,7314.547279642285,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_6,1.3393082889997496E-4,1.5140339458359034E-4,2025-01-01,2020,Jiangyin,2024-01-01,7314.547279642285,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_7,1.4177682017628028E-4,1.568668350762456E-4,2026-01-01,2020,Jiangyin,2025-01-01,7314.547279642285,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_0,1.537757002878298E-5,1.8700726653333697E-5,2019-01-01,2018.0,Sanya,2018-12-05,376.306079459161,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_1,1.6073949132513405E-5,1.7725065007054553E-5,2020-01-01,2019.0,Sanya,2019-01-01,383.2156833663586,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_2,1.4815069725894192E-5,1.6646204689727048E-5,2021-01-01,2020.0,Sanya,2020-01-01,389.24633305474526,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_3,1.627042806966915E-5,1.8783039478822443E-5,2022-01-01,2020,Sanya,2021-01-01,389.24633305474526,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_4,1.58265262188494E-5,1.7598763125867663E-5,2023-01-01,2020,Sanya,2022-01-01,389.24633305474526,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_5,1.764432597096897E-5,1.9747179768454262E-5,2024-01-01,2020,Sanya,2023-01-01,389.24633305474526,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_6,1.6949964970847616E-5,1.900289376868124E-5,2025-01-01,2020,Sanya,2024-01-01,389.24633305474526,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_7,1.8016919827910764E-5,2.0651783021553327E-5,2026-01-01,2020,Sanya,2025-01-01,389.24633305474526,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,6.336355863315178E-6,7.0977036917167785E-6,2019-01-01,2018.0,Nunukan,2018-12-05,178.55430544280796,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_1,5.787890091718664E-6,6.508231899613372E-6,2020-01-01,2019.0,Nunukan,2019-01-01,186.43009783369948,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_2,5.7796955779915955E-6,6.195540012580917E-6,2021-01-01,2020.0,Nunukan,2020-01-01,191.39750663761546,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_3,6.269880386746127E-6,6.8561022833055945E-6,2022-01-01,2020,Nunukan,2021-01-01,191.39750663761546,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_4,5.992669230413273E-6,6.609119096822508E-6,2023-01-01,2020,Nunukan,2022-01-01,191.39750663761546,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_5,7.020275786443312E-6,8.034136049631118E-6,2024-01-01,2020,Nunukan,2023-01-01,191.39750663761546,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_6,5.953611040736516E-6,7.027087236845141E-6,2025-01-01,2020,Nunukan,2024-01-01,191.39750663761546,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_7,6.186529173643858E-6,7.289807896206599E-6,2026-01-01,2020,Nunukan,2025-01-01,191.39750663761546,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_0,2.745313499646622E-5,2.9146626472833094E-5,2019-01-01,2018.0,Ratnagiri,2018-12-05,562.1736798056203,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_1,2.255034496348574E-5,2.595576498773983E-5,2020-01-01,2019.0,Ratnagiri,2019-01-01,562.3136978964012,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_2,2.1517203432345064E-5,2.455144164287682E-5,2021-01-01,2020.0,Ratnagiri,2020-01-01,567.0675719256494,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_3,2.3569026941834754E-5,2.7321768961958773E-5,2022-01-01,2020,Ratnagiri,2021-01-01,567.0675719256494,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_4,2.3759865851651788E-5,2.7418710482939514E-5,2023-01-01,2020,Ratnagiri,2022-01-01,567.0675719256494,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_5,2.530028731982428E-5,2.8825362613632564E-5,2024-01-01,2020,Ratnagiri,2023-01-01,567.0675719256494,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_6,2.5195254438411063E-5,2.8697957992759217E-5,2025-01-01,2020,Ratnagiri,2024-01-01,567.0675719256494,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_7,2.777732226943862E-5,3.200379801580639E-5,2026-01-01,2020,Ratnagiri,2025-01-01,567.0675719256494,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_0,1.0872265836564091E-5,9.980092532443567E-6,2019-01-01,2018.0,Gwadar,2018-12-05,42.79555987883724,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_1,1.2114317054717326E-5,1.2476123683836334E-5,2020-01-01,2019.0,Gwadar,2019-01-01,43.57996941823876,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_2,1.1444410354635074E-5,1.1933127454917586E-5,2021-01-01,2020.0,Gwadar,2020-01-01,44.41409089952416,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_3,1.173056414872986E-5,1.2143072061044774E-5,2022-01-01,2020,Gwadar,2021-01-01,44.41409089952416,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_4,1.2165349933751497E-5,1.2559936720266498E-5,2023-01-01,2020,Gwadar,2022-01-01,44.41409089952416,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_5,1.2028295123790927E-5,1.2612733653377946E-5,2024-01-01,2020,Gwadar,2023-01-01,44.41409089952416,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_6,1.248608710546194E-5,1.2922828810306796E-5,2025-01-01,2020,Gwadar,2024-01-01,44.41409089952416,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_7,1.3081621836956287E-5,1.3882306946449617E-5,2026-01-01,2020,Gwadar,2025-01-01,44.41409089952416,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_0,4.963899159012422E-5,1.1501896215647188E-4,2019-01-01,2018.0,Bombay,2018-12-05,5813.166854773555,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_1,3.658542276456102E-5,8.362868041562821E-5,2020-01-01,2019.0,Bombay,2019-01-01,5921.6340309457455,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_2,3.3729087109956105E-5,7.04231045701904E-5,2021-01-01,2020.0,Bombay,2020-01-01,6034.50536914304,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_3,3.7315702414531424E-5,7.966481299010003E-5,2022-01-01,2020,Bombay,2021-01-01,6034.50536914304,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_4,3.9375153796445104E-5,8.433097223864853E-5,2023-01-01,2020,Bombay,2022-01-01,6034.50536914304,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_5,4.03289951277196E-5,8.676621395122154E-5,2024-01-01,2020,Bombay,2023-01-01,6034.50536914304,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_6,3.97105200686446E-5,7.953043969566778E-5,2025-01-01,2020,Bombay,2024-01-01,6034.50536914304,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_7,4.372619435741307E-5,8.907049007794097E-5,2026-01-01,2020,Bombay,2025-01-01,6034.50536914304,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_0,5.0006545865634305E-5,1.1230888750954296E-4,2019-01-01,2018.0,Jawaharlal Nehru Port,2018-12-05,6084.305908737704,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_1,3.7513306877247434E-5,8.194898712102824E-5,2020-01-01,2019.0,Jawaharlal Nehru Port,2019-01-01,6201.725757468099,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_2,3.4544930437743765E-5,6.912360060089661E-5,2021-01-01,2020.0,Jawaharlal Nehru Port,2020-01-01,6325.1291773953835,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_3,3.840978515974926E-5,7.82647060187509E-5,2022-01-01,2020,Jawaharlal Nehru Port,2021-01-01,6325.1291773953835,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_4,4.039779822987727E-5,8.271031546090328E-5,2023-01-01,2020,Jawaharlal Nehru Port,2022-01-01,6325.1291773953835,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_5,4.143424097108249E-5,8.51048328941039E-5,2024-01-01,2020,Jawaharlal Nehru Port,2023-01-01,6325.1291773953835,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_6,4.083205130122534E-5,7.820759741497863E-5,2025-01-01,2020,Jawaharlal Nehru Port,2024-01-01,6325.1291773953835,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
