system:index,SO2_area_mean_mol_per_m2,SO2_population_weighted_exposure_mol_per_m2,end_date,population_year_used,port_name,start_date,total_population,year,.geo
00000000000000000022_7,6.286433047419417E-5,8.155136057235494E-5,2026-01-01,2020,Jawaharlal Nehru Port,2025-01-01,6325.1291773953835,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_0,5.058916523854327E-5,6.305641952133999E-5,2019-01-01,2018.0,Cochin,2018-12-05,2571.125119975676,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_1,1.3083165539238331E-5,9.032299839763184E-6,2020-01-01,2019.0,Cochin,2019-01-01,2581.6373392107416,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_2,6.677571878737959E-6,8.093673926696905E-6,2021-01-01,2020.0,Cochin,2020-01-01,2587.914626862371,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_3,1.6639306880075928E-5,1.64865137524063E-5,2022-01-01,2020,Cochin,2021-01-01,2587.914626862371,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_4,2.2753408828922275E-5,1.8063420541610033E-5,2023-01-01,2020,Cochin,2022-01-01,2587.914626862371,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_5,3.045486669255292E-5,2.984554432872545E-5,2024-01-01,2020,Cochin,2023-01-01,2587.914626862371,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_6,2.0243926749236175E-5,1.7769499942361695E-5,2025-01-01,2020,Cochin,2024-01-01,2587.914626862371,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_7,1.0133806027865347E-5,1.5535040484588822E-5,2026-01-01,2020,Cochin,2025-01-01,2587.914626862371,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,5.12677608168334E-5,1.2584153744273657E-4,2019-01-01,2018.0,Madras,2018-12-05,2994.6968499115874,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_1,6.903971377569533E-5,8.659556430579328E-5,2020-01-01,2019.0,Madras,2019-01-01,3062.8523905715533,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_2,5.29034238053486E-5,6.853647465395124E-5,2021-01-01,2020.0,Madras,2020-01-01,3132.2947939263827,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_3,7.871965380200635E-5,9.056652891484168E-5,2022-01-01,2020,Madras,2021-01-01,3132.2947939263827,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_4,8.933919463660567E-5,1.0160536638125681E-4,2023-01-01,2020,Madras,2022-01-01,3132.2947939263827,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_5,8.145560563463679E-5,9.774268264445457E-5,2024-01-01,2020,Madras,2023-01-01,3132.2947939263827,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_6,5.586265548551198E-5,5.9274531746737864E-5,2025-01-01,2020,Madras,2024-01-01,3132.2947939263827,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_7,4.035034250275992E-5,5.40424806319193E-5,2026-01-01,2020,Madras,2025-01-01,3132.2947939263827,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_0,3.1270493968634124E-4,3.0064000102854E-4,2019-01-01,2018.0,Calcutta,2018-12-05,9209.718040121881,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_1,1.5562911310948208E-4,1.5932190575501963E-4,2020-01-01,2019.0,Calcutta,2019-01-01,9308.43657051933,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_2,1.6036236508056264E-4,1.686712073583134E-4,2021-01-01,2020.0,Calcutta,2020-01-01,9433.849271391891,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_3,2.116630422500148E-4,2.233841709306095E-4,2022-01-01,2020,Calcutta,2021-01-01,9433.849271391891,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_4,1.8523756049371225E-4,2.0174297973728295E-4,2023-01-01,2020,Calcutta,2022-01-01,9433.849271391891,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_5,2.2180292730682665E-4,2.33895882920356E-4,2024-01-01,2020,Calcutta,2023-01-01,9433.849271391891,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_6,2.1910981798248943E-4,2.3517271758592416E-4,2025-01-01,2020,Calcutta,2024-01-01,9433.849271391891,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_7,1.6803847444363474E-4,1.7628219445524394E-4,2026-01-01,2020,Calcutta,2025-01-01,9433.849271391891,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,-4.7939394884718025E-6,-1.945499617138974E-5,2019-01-01,2018.0,Phuket,2018-12-05,302.9821045514705,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_1,-1.3867969511217139E-5,-2.3960445325281548E-5,2020-01-01,2019.0,Phuket,2019-01-01,319.4484240433163,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_2,-8.600056516825785E-6,-1.8466727362731676E-5,2021-01-01,2020.0,Phuket,2020-01-01,337.17330134277233,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_3,-1.150562913018558E-5,-1.6364395406285545E-5,2022-01-01,2020,Phuket,2021-01-01,337.17330134277233,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_4,-2.9105695773881027E-6,-1.3350124688415935E-5,2023-01-01,2020,Phuket,2022-01-01,337.17330134277233,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_5,1.0607133820126143E-6,-2.0760817886021074E-6,2024-01-01,2020,Phuket,2023-01-01,337.17330134277233,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_6,3.0168289699080412E-5,2.296710124870235E-5,2025-01-01,2020,Phuket,2024-01-01,337.17330134277233,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_7,6.485174693364875E-6,3.2584570095535488E-6,2026-01-01,2020,Phuket,2025-01-01,337.17330134277233,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,-2.1952248916108936E-5,-4.3588705594685785E-5,2019-01-01,2018.0,Pulau Pinang,2018-12-05,841.0869334594219,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_1,-2.163641697472603E-5,-3.665185848276826E-5,2020-01-01,2019.0,Pulau Pinang,2019-01-01,859.304249484209,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_2,-1.63584466872433E-5,-3.2216214020865176E-5,2021-01-01,2020.0,Pulau Pinang,2020-01-01,877.6086236706185,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_3,-1.610984941517419E-5,-3.232701011930432E-5,2022-01-01,2020,Pulau Pinang,2021-01-01,877.6086236706185,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_4,-5.00661509262339E-6,-1.974557046530431E-5,2023-01-01,2020,Pulau Pinang,2022-01-01,877.6086236706185,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_5,-9.550355741519631E-6,-2.7848194871945327E-5,2024-01-01,2020,Pulau Pinang,2023-01-01,877.6086236706185,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_6,3.9996043152458435E-5,1.6986147240994563E-5,2025-01-01,2020,Pulau Pinang,2024-01-01,877.6086236706185,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_7,4.742777266103483E-6,3.997562766694762E-6,2026-01-01,2020,Pulau Pinang,2025-01-01,877.6086236706185,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_0,1.5321703927648015E-5,2.2703327122645774E-5,2019-01-01,2018.0,Belawan,2018-12-05,1348.079201599108,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_1,-2.9962687507557205E-7,2.4159833000266864E-6,2020-01-01,2019.0,Belawan,2019-01-01,1366.3350620220995,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_2,1.7820075208906972E-5,2.820691371343426E-5,2021-01-01,2020.0,Belawan,2020-01-01,1385.265306766054,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_3,8.49825627155857E-6,1.895941120014869E-5,2022-01-01,2020,Belawan,2021-01-01,1385.265306766054,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_4,2.4813405028379773E-5,3.127483261810476E-5,2023-01-01,2020,Belawan,2022-01-01,1385.265306766054,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_5,6.538010192829459E-7,-8.015870107139282E-6,2024-01-01,2020,Belawan,2023-01-01,1385.265306766054,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_6,4.517083667784154E-5,4.764238475642819E-5,2025-01-01,2020,Belawan,2024-01-01,1385.265306766054,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_7,1.3897319689823992E-5,2.743815708730515E-5,2026-01-01,2020,Belawan,2025-01-01,1385.265306766054,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,1.2400885292379684E-5,-5.908491904586654E-6,2019-01-01,2018.0,Semarang,2018-12-05,3903.6416608263444,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_1,6.072630086646642E-5,4.7652268809666574E-5,2020-01-01,2019.0,Semarang,2019-01-01,3928.24146786484,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_2,5.669061681626779E-5,5.1021090294901986E-5,2021-01-01,2020.0,Semarang,2020-01-01,3960.163860249518,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_3,7.883502121498027E-5,7.597321464632735E-5,2022-01-01,2020,Semarang,2021-01-01,3960.163860249518,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_4,6.974099926315676E-5,6.196001791588427E-5,2023-01-01,2020,Semarang,2022-01-01,3960.163860249518,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_5,1.0668936981972069E-4,9.395058800531025E-5,2024-01-01,2020,Semarang,2023-01-01,3960.163860249518,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_6,1.2456556702720867E-4,1.1822959658001206E-4,2025-01-01,2020,Semarang,2024-01-01,3960.163860249518,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_7,6.576260974091254E-5,5.861819254923655E-5,2026-01-01,2020,Semarang,2025-01-01,3960.163860249518,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,-2.10451694816621E-5,-3.707941791631614E-5,2019-01-01,2018.0,Kupang,2018-12-05,238.63512157768605,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_1,1.2648021542015694E-5,-1.2654600238219615E-6,2020-01-01,2019.0,Kupang,2019-01-01,243.9911452511362,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_2,3.7295571176766265E-5,2.1886955561490496E-5,2021-01-01,2020.0,Kupang,2020-01-01,250.04681917615963,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_3,1.1922922571572506E-5,4.713188480113826E-6,2022-01-01,2020,Kupang,2021-01-01,250.04681917615963,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_4,2.567213735502458E-5,1.9038025584476676E-5,2023-01-01,2020,Kupang,2022-01-01,250.04681917615963,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_5,2.0139377423519905E-5,8.919205862003837E-6,2024-01-01,2020,Kupang,2023-01-01,250.04681917615963,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_6,6.936022065807443E-5,5.384339805986001E-5,2025-01-01,2020,Kupang,2024-01-01,250.04681917615963,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_7,4.462839059370575E-5,3.6605428052298975E-5,2026-01-01,2020,Kupang,2025-01-01,250.04681917615963,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_0,-3.4183879514409545E-5,-3.0413928922553873E-5,2019-01-01,2018.0,Kuching,2018-12-05,288.569013244235,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_1,-6.733748213379264E-6,-9.222770754910586E-6,2020-01-01,2019.0,Kuching,2019-01-01,294.8511608015308,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_2,-9.481189382251558E-6,-1.2166063869387184E-5,2021-01-01,2020.0,Kuching,2020-01-01,302.5824252323338,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_3,-1.0300296937554372E-5,-2.0673834230794074E-5,2022-01-01,2020,Kuching,2021-01-01,302.5824252323338,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_4,5.359916390501094E-6,-3.4505125375616433E-6,2023-01-01,2020,Kuching,2022-01-01,302.5824252323338,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_5,-9.249754273198602E-6,-2.0489446244979218E-5,2024-01-01,2020,Kuching,2023-01-01,302.5824252323338,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_6,6.78902319386804E-5,4.334698818664392E-5,2025-01-01,2020,Kuching,2024-01-01,302.5824252323338,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_7,1.5818487424728433E-6,-4.776141073622579E-6,2026-01-01,2020,Kuching,2025-01-01,302.5824252323338,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,-1.8433225221143575E-5,-9.337152468695405E-6,2019-01-01,2018.0,Miri,2018-12-05,95.07257506273591,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_1,-5.687200061508709E-6,-7.97165620441293E-6,2020-01-01,2019.0,Miri,2019-01-01,96.56133513229732,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_2,-5.198906894419638E-6,-1.899743873837878E-5,2021-01-01,2020.0,Miri,2020-01-01,99.29050399748692,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_3,-5.694605546036079E-6,-9.577660608815675E-6,2022-01-01,2020,Miri,2021-01-01,99.29050399748692,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_4,1.27290029068502E-5,5.2296205632377054E-6,2023-01-01,2020,Miri,2022-01-01,99.29050399748692,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_5,-2.505867275721902E-7,-2.1528392078263014E-6,2024-01-01,2020,Miri,2023-01-01,99.29050399748692,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_6,5.314116595419054E-5,1.4125538435215421E-5,2025-01-01,2020,Miri,2024-01-01,99.29050399748692,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_7,6.767828171424166E-6,9.891711474660673E-6,2026-01-01,2020,Miri,2025-01-01,99.29050399748692,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_0,-1.4939042817502977E-5,-2.046117051897505E-5,2019-01-01,2018.0,Kota Kinabalu,2018-12-05,267.491942768712,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_1,-1.5122387420527124E-6,-3.866798473661711E-6,2020-01-01,2019.0,Kota Kinabalu,2019-01-01,277.59741192270144,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_2,-5.079931648693133E-6,-1.4464129275170613E-5,2021-01-01,2020.0,Kota Kinabalu,2020-01-01,285.5062863753048,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_3,-2.0672459869811158E-6,2.9042154142946894E-8,2022-01-01,2020,Kota Kinabalu,2021-01-01,285.5062863753048,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_4,1.2169549866181614E-5,7.566832763738173E-6,2023-01-01,2020,Kota Kinabalu,2022-01-01,285.5062863753048,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_5,5.850930193639871E-6,3.634092535328777E-6,2024-01-01,2020,Kota Kinabalu,2023-01-01,285.5062863753048,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_6,3.678925247861173E-5,8.589946077580325E-6,2025-01-01,2020,Kota Kinabalu,2024-01-01,285.5062863753048,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_7,1.2158118363738146E-5,1.1496779755543025E-5,2026-01-01,2020,Kota Kinabalu,2025-01-01,285.5062863753048,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,1.5764273470992287E-6,-5.0627399027103396E-6,2019-01-01,2018.0,Pelabuhan Sandakan,2018-12-05,175.76032711144208,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_1,-1.0776391177698411E-5,-1.5523568790591985E-5,2020-01-01,2019.0,Pelabuhan Sandakan,2019-01-01,180.54590311003113,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_2,-7.564644549425123E-6,-1.3271532149884254E-5,2021-01-01,2020.0,Pelabuhan Sandakan,2020-01-01,188.54526120355618,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_3,-6.771998631711865E-6,-8.24863140467289E-6,2022-01-01,2020,Pelabuhan Sandakan,2021-01-01,188.54526120355618,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_4,5.1113366302424104E-6,-2.855783590030349E-6,2023-01-01,2020,Pelabuhan Sandakan,2022-01-01,188.54526120355618,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_5,-6.882348447122628E-7,-9.372755278915039E-6,2024-01-01,2020,Pelabuhan Sandakan,2023-01-01,188.54526120355618,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_6,1.0317366927842844E-4,7.785842936432614E-5,2025-01-01,2020,Pelabuhan Sandakan,2024-01-01,188.54526120355618,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_7,4.76645562556961E-6,3.797193753144579E-6,2026-01-01,2020,Pelabuhan Sandakan,2025-01-01,188.54526120355618,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_0,-2.6944731147415227E-5,-4.7413543162798384E-5,2019-01-01,2018.0,Ujungpandang,2018-12-05,776.162366517268,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_1,1.5881036691319023E-5,4.406976155801424E-6,2020-01-01,2019.0,Ujungpandang,2019-01-01,783.9008772311548,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_2,2.542087603213397E-5,1.4966272222497454E-5,2021-01-01,2020.0,Ujungpandang,2020-01-01,793.7561653956184,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_3,2.042700620022359E-5,1.3329760293845156E-5,2022-01-01,2020,Ujungpandang,2021-01-01,793.7561653956184,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_4,2.572681076124936E-5,1.451379502613562E-5,2023-01-01,2020,Ujungpandang,2022-01-01,793.7561653956184,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_5,3.3036692692605885E-5,2.457437273031733E-5,2024-01-01,2020,Ujungpandang,2023-01-01,793.7561653956184,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_6,5.115981859418513E-5,4.044433796408279E-5,2025-01-01,2020,Ujungpandang,2024-01-01,793.7561653956184,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_7,2.4590776713248087E-5,2.9230441649880482E-5,2026-01-01,2020,Ujungpandang,2025-01-01,793.7561653956184,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_0,1.1367395338576103E-5,1.2498326221164216E-5,2019-01-01,2018.0,Dumaguete,2018-12-05,626.2143598967178,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_1,-3.3199229474623166E-6,-9.277116471476667E-6,2020-01-01,2019.0,Dumaguete,2019-01-01,636.4165786527827,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_2,2.2002457980493926E-6,-4.073198571959481E-6,2021-01-01,2020.0,Dumaguete,2020-01-01,646.9880375119112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_3,8.57265985857942E-6,6.169257109168454E-6,2022-01-01,2020,Dumaguete,2021-01-01,646.9880375119112,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_4,1.9879607822904625E-5,1.7449087663216247E-5,2023-01-01,2020,Dumaguete,2022-01-01,646.9880375119112,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_5,1.5650741569431256E-5,9.320523867878914E-6,2024-01-01,2020,Dumaguete,2023-01-01,646.9880375119112,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_6,4.731822582534011E-5,4.2770102988579984E-5,2025-01-01,2020,Dumaguete,2024-01-01,646.9880375119112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_7,2.4528688730596175E-5,3.8100487114108555E-5,2026-01-01,2020,Dumaguete,2025-01-01,646.9880375119112,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_0,1.379032860508041E-4,1.599549410513962E-4,2019-01-01,2018.0,Jiangmen,2018-12-05,7344.464487937059,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_1,1.7497483316101058E-5,1.8798596423593813E-5,2020-01-01,2019.0,Jiangmen,2019-01-01,7520.879511884529,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_2,4.30191295793291E-5,3.7965568825430355E-5,2021-01-01,2020.0,Jiangmen,2020-01-01,7700.510146891635,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_3,3.7837272596824125E-5,3.0885278162440117E-5,2022-01-01,2020,Jiangmen,2021-01-01,7700.510146891635,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_4,5.658109182874511E-5,5.8759798226455276E-5,2023-01-01,2020,Jiangmen,2022-01-01,7700.510146891635,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_5,5.1271478332348595E-5,5.286711640584588E-5,2024-01-01,2020,Jiangmen,2023-01-01,7700.510146891635,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_6,3.4693286206451064E-5,4.134908534302966E-5,2025-01-01,2020,Jiangmen,2024-01-01,7700.510146891635,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_7,3.1596423171885656E-5,3.068342319456341E-5,2026-01-01,2020,Jiangmen,2025-01-01,7700.510146891635,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,4.8897258109986925E-5,-1.0599090583711855E-5,2019-01-01,2018.0,Wenzhou,2018-12-05,2750.519830676484,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_1,5.9648456843501805E-5,5.691336667031324E-5,2020-01-01,2019.0,Wenzhou,2019-01-01,2796.056396303377,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_2,5.516979207773785E-5,4.5611301716554045E-5,2021-01-01,2020.0,Wenzhou,2020-01-01,2839.6934603038244,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_3,1.5259510075069611E-4,1.304251281225439E-4,2022-01-01,2020,Wenzhou,2021-01-01,2839.6934603038244,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_4,8.400001844596693E-5,7.122705545746387E-5,2023-01-01,2020,Wenzhou,2022-01-01,2839.6934603038244,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_5,1.228668673095817E-4,1.0998530142535376E-4,2024-01-01,2020,Wenzhou,2023-01-01,2839.6934603038244,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_6,7.226012138987037E-5,6.621559485131248E-5,2025-01-01,2020,Wenzhou,2024-01-01,2839.6934603038244,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_7,4.018481295547078E-5,4.7522413494941924E-5,2026-01-01,2020,Wenzhou,2025-01-01,2839.6934603038244,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_0,,0.0,2019-01-01,2018.0,Yantai,2018-12-05,1391.1938436727828,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_1,2.5478834399858254E-4,2.4253092035179054E-4,2020-01-01,2019.0,Yantai,2019-01-01,1398.8860628559828,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_2,3.193656330122992E-4,3.035103251143774E-4,2021-01-01,2020.0,Yantai,2020-01-01,1408.4941219339482,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_3,3.7936841037208613E-4,3.652795202364032E-4,2022-01-01,2020,Yantai,2021-01-01,1408.4941219339482,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_4,2.9422565707438374E-4,2.6274081476861973E-4,2023-01-01,2020,Yantai,2022-01-01,1408.4941219339482,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_5,3.019577815515537E-4,2.6918903645339605E-4,2024-01-01,2020,Yantai,2023-01-01,1408.4941219339482,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_6,3.567801279685227E-4,3.3545061903835475E-4,2025-01-01,2020,Yantai,2024-01-01,1408.4941219339482,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_7,1.0807546501524916E-4,1.006375853650967E-4,2026-01-01,2020,Yantai,2025-01-01,1408.4941219339482,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0,1.6458739796458574E-4,1.8525570807043632E-4,2019-01-01,2018.0,Zhuhai,2018-12-05,8670.87755119156,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_1,1.8430667416733254E-5,1.1601572412654781E-5,2020-01-01,2019.0,Zhuhai,2019-01-01,8881.499383573117,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_2,4.509886099816233E-5,4.211064300613971E-5,2021-01-01,2020.0,Zhuhai,2020-01-01,9088.59152268316,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_3,4.808452289649799E-5,4.7455626088382966E-5,2022-01-01,2020,Zhuhai,2021-01-01,9088.59152268316,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
