system:index,SO2_area_mean_mol_per_m2,SO2_population_weighted_exposure_mol_per_m2,end_date,population_year_used,port_name,start_date,total_population,year,.geo
00000000000000000011_2,-1.369749820886508E-5,-1.7434310638405555E-5,2021-01-01,2020.0,Lhokseumawe,2020-01-01,318.84682140876265,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_3,1.8116034402994892E-6,-6.102158821173308E-6,2022-01-01,2020,Lhokseumawe,2021-01-01,318.84682140876265,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_4,4.6615438543694514E-6,7.902024308583554E-6,2023-01-01,2020,Lhokseumawe,2022-01-01,318.84682140876265,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_5,-7.319407293459666E-8,-1.721072830328376E-6,2024-01-01,2020,Lhokseumawe,2023-01-01,318.84682140876265,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_6,2.8158364170673137E-5,2.303988536372977E-5,2025-01-01,2020,Lhokseumawe,2024-01-01,318.84682140876265,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_7,7.977660679776561E-7,2.556196279963713E-6,2026-01-01,2020,Lhokseumawe,2025-01-01,318.84682140876265,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,7.4478870299846E-5,9.336875630783292E-5,2019-01-01,2018.0,Panjang,2018-12-05,1273.8591405841648,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_1,5.175086385826235E-5,2.3533530296432766E-5,2020-01-01,2019.0,Panjang,2019-01-01,1300.658893726152,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_2,4.499829214632547E-5,2.509341993483112E-5,2021-01-01,2020.0,Panjang,2020-01-01,1324.1287000822088,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_3,8.847509453309494E-5,4.765334121173106E-5,2022-01-01,2020,Panjang,2021-01-01,1324.1287000822088,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_4,1.0253290030022345E-4,5.166098563803007E-5,2023-01-01,2020,Panjang,2022-01-01,1324.1287000822088,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_5,9.626737115664018E-5,6.449318982783624E-5,2024-01-01,2020,Panjang,2023-01-01,1324.1287000822088,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_6,7.129798138816212E-5,4.775405182743731E-5,2025-01-01,2020,Panjang,2024-01-01,1324.1287000822088,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_7,3.229544344802593E-5,2.647814198321576E-5,2026-01-01,2020,Panjang,2025-01-01,1324.1287000822088,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,8.506756230505295E-5,6.136262931316076E-5,2019-01-01,2018.0,Tanjung Priok,2018-12-05,7746.08082471899,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_1,6.612115153177275E-5,6.129143759221285E-5,2020-01-01,2019.0,Tanjung Priok,2019-01-01,7969.377631650482,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2,5.578037085939067E-5,5.651787409563526E-5,2021-01-01,2020.0,Tanjung Priok,2020-01-01,8194.894098471786,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_3,5.724978354271399E-5,5.3996061456472835E-5,2022-01-01,2020,Tanjung Priok,2021-01-01,8194.894098471786,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_4,8.618138963340733E-5,8.473628980928186E-5,2023-01-01,2020,Tanjung Priok,2022-01-01,8194.894098471786,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_5,8.659743723081848E-5,8.084237431536306E-5,2024-01-01,2020,Tanjung Priok,2023-01-01,8194.894098471786,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_6,1.0035936466633575E-4,1.0014154725383996E-4,2025-01-01,2020,Tanjung Priok,2024-01-01,8194.894098471786,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_7,5.1640072298038514E-5,5.818926627638301E-5,2026-01-01,2020,Tanjung Priok,2025-01-01,8194.894098471786,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,6.537849507100302E-5,5.715957550055458E-5,2019-01-01,2018.0,Mangalore,2018-12-05,904.8924380156338,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_1,2.9037802898573456E-5,2.752789166578733E-5,2020-01-01,2019.0,Mangalore,2019-01-01,911.8841106311367,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2,2.770066554919603E-5,2.7816846409946552E-5,2021-01-01,2020.0,Mangalore,2020-01-01,921.2129739375097,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_3,2.915213965829045E-5,3.40957217082915E-5,2022-01-01,2020,Mangalore,2021-01-01,921.2129739375097,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_4,4.6159463163506656E-5,4.454467817204638E-5,2023-01-01,2020,Mangalore,2022-01-01,921.2129739375097,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_5,5.105368677293327E-5,4.876183913631946E-5,2024-01-01,2020,Mangalore,2023-01-01,921.2129739375097,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_6,4.058100791424001E-5,4.9559465405282114E-5,2025-01-01,2020,Mangalore,2024-01-01,921.2129739375097,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_7,2.1210567502917562E-5,3.115586784295986E-5,2026-01-01,2020,Mangalore,2025-01-01,921.2129739375097,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_0,2.06028898705083E-4,1.9430035699876012E-4,2019-01-01,2018.0,Porbandar,2018-12-05,619.0404350834738,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_1,1.0286901811082807E-4,1.1132987974106602E-4,2020-01-01,2019.0,Porbandar,2019-01-01,626.6871407563194,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_2,1.1579838800761972E-4,1.0826364740506668E-4,2021-01-01,2020.0,Porbandar,2020-01-01,637.5546944806101,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_3,1.0284501157646732E-4,9.819750361824916E-5,2022-01-01,2020,Porbandar,2021-01-01,637.5546944806101,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_4,1.0933946960940245E-4,1.1010707477731403E-4,2023-01-01,2020,Porbandar,2022-01-01,637.5546944806101,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_5,1.1734545129240841E-4,1.2015489068317628E-4,2024-01-01,2020,Porbandar,2023-01-01,637.5546944806101,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_6,1.1356503312145137E-4,1.2159348500507954E-4,2025-01-01,2020,Porbandar,2024-01-01,637.5546944806101,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_7,5.854327625961244E-5,6.495938506163152E-5,2026-01-01,2020,Porbandar,2025-01-01,637.5546944806101,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_0,1.815218064045696E-5,2.0410619686865928E-5,2019-01-01,2018.0,Bassein,2018-12-05,649.0389280835644,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_1,1.3235824782798975E-5,9.758135892441455E-6,2020-01-01,2019.0,Bassein,2019-01-01,640.4907696156228,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_2,1.647911394925961E-5,1.2030270397764788E-5,2021-01-01,2020.0,Bassein,2020-01-01,635.8399138139597,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_3,2.6799115525290938E-5,2.2128092209784576E-5,2022-01-01,2020,Bassein,2021-01-01,635.8399138139597,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_4,2.6922589773894863E-5,2.274796005277714E-5,2023-01-01,2020,Bassein,2022-01-01,635.8399138139597,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_5,2.8183925465904487E-5,2.374641576478681E-5,2024-01-01,2020,Bassein,2023-01-01,635.8399138139597,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_6,3.955714905181348E-5,3.92943114719945E-5,2025-01-01,2020,Bassein,2024-01-01,635.8399138139597,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_7,2.4636475732518174E-5,2.1859134062507588E-5,2026-01-01,2020,Bassein,2025-01-01,635.8399138139597,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,-1.3075280805235004E-5,-5.506660669336794E-5,2019-01-01,2018.0,Malacca,2018-12-05,920.4275205160181,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_1,-2.33763255731078E-5,-3.094732335989913E-5,2020-01-01,2019.0,Malacca,2019-01-01,946.5247174536775,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2,-2.1441739463708595E-5,-3.28293888595151E-5,2021-01-01,2020.0,Malacca,2020-01-01,972.5537234393112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_3,-1.725676675756061E-5,-1.969222920556803E-5,2022-01-01,2020,Malacca,2021-01-01,972.5537234393112,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_4,-9.469917726798098E-6,-1.737338549459112E-5,2023-01-01,2020,Malacca,2022-01-01,972.5537234393112,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_5,-8.030598930413006E-6,-1.1897685051080497E-5,2024-01-01,2020,Malacca,2023-01-01,972.5537234393112,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_6,7.214072024030395E-5,6.197285181484859E-5,2025-01-01,2020,Malacca,2024-01-01,972.5537234393112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_7,1.36033183524765E-5,1.4221115315047031E-5,2026-01-01,2020,Malacca,2025-01-01,972.5537234393112,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,-1.4104492097084465E-5,-6.696193804670657E-5,2019-01-01,2018.0,Port Dickson,2018-12-05,1808.1533645537843,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_1,-2.4194720554814324E-5,-4.087639783327789E-5,2020-01-01,2019.0,Port Dickson,2019-01-01,1862.2076227472983,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2,-1.993124294705158E-5,-4.531478611672655E-5,2021-01-01,2020.0,Port Dickson,2020-01-01,1916.014003800659,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_3,-1.6822613054302716E-5,-3.540803194691869E-5,2022-01-01,2020,Port Dickson,2021-01-01,1916.014003800659,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_4,-7.33941186615294E-6,-2.635929730741378E-5,2023-01-01,2020,Port Dickson,2022-01-01,1916.014003800659,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_5,-6.473039126585988E-6,-1.9955338752392488E-5,2024-01-01,2020,Port Dickson,2023-01-01,1916.014003800659,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_6,7.818136467246733E-5,2.6038828743848456E-5,2025-01-01,2020,Port Dickson,2024-01-01,1916.014003800659,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_7,1.3822215515254867E-5,2.0413009928622966E-5,2026-01-01,2020,Port Dickson,2025-01-01,1916.014003800659,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,-2.2381173084025046E-5,-1.925988600551292E-5,2019-01-01,2018.0,Songkhla,2018-12-05,604.28960012047,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_1,-2.3598807889252736E-5,-2.8622901005474E-5,2020-01-01,2019.0,Songkhla,2019-01-01,611.1655895177056,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_2,-2.1183034063433566E-5,-2.2828521312833697E-5,2021-01-01,2020.0,Songkhla,2020-01-01,617.2135753573594,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_3,-1.5261863375167405E-5,-1.593943529439884E-5,2022-01-01,2020,Songkhla,2021-01-01,617.2135753573594,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_4,-7.1615626507100025E-6,-1.4480582718776927E-5,2023-01-01,2020,Songkhla,2022-01-01,617.2135753573594,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_5,-9.534519330406389E-6,-1.4705028585037294E-5,2024-01-01,2020,Songkhla,2023-01-01,617.2135753573594,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_6,2.0824138023879905E-5,1.9060260084414065E-5,2025-01-01,2020,Songkhla,2024-01-01,617.2135753573594,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_7,7.0216572304152606E-6,6.024671470414301E-6,2026-01-01,2020,Songkhla,2025-01-01,617.2135753573594,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0,7.135845586093349E-5,1.0158052753377293E-4,2019-01-01,2018.0,Hai Phong,2018-12-05,3484.020849392199,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_1,2.5307036834956685E-5,2.067712292815344E-5,2020-01-01,2019.0,Hai Phong,2019-01-01,3522.232764706103,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_2,1.0048305421651631E-5,5.317046572324046E-7,2021-01-01,2020.0,Hai Phong,2020-01-01,3562.9874770494653,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_3,5.475678286332091E-5,5.824179800821265E-5,2022-01-01,2020,Hai Phong,2021-01-01,3562.9874770494653,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_4,5.6490635796233576E-5,5.354171576705839E-5,2023-01-01,2020,Hai Phong,2022-01-01,3562.9874770494653,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_5,4.491170779276857E-5,3.7285200690722036E-5,2024-01-01,2020,Hai Phong,2023-01-01,3562.9874770494653,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_6,3.423907419996999E-5,3.569077241832028E-5,2025-01-01,2020,Hai Phong,2024-01-01,3562.9874770494653,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_7,4.152206325841414E-5,5.653155479039903E-5,2026-01-01,2020,Hai Phong,2025-01-01,3562.9874770494653,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,1.7351377276963068E-4,1.7982388513067965E-4,2019-01-01,2018.0,Guangzhou,2018-12-05,11353.859475647188,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_1,2.020421769643817E-5,1.611214436676009E-5,2020-01-01,2019.0,Guangzhou,2019-01-01,11642.350908951337,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_2,4.318820635542251E-5,3.962423651164698E-5,2021-01-01,2020.0,Guangzhou,2020-01-01,11929.0529373498,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_3,4.722613833894456E-5,4.43791530182168E-5,2022-01-01,2020,Guangzhou,2021-01-01,11929.0529373498,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_4,7.12132708776917E-5,7.060347254591893E-5,2023-01-01,2020,Guangzhou,2022-01-01,11929.0529373498,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_5,4.7138197744728864E-5,4.9286101687499115E-5,2024-01-01,2020,Guangzhou,2023-01-01,11929.0529373498,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_6,3.756912325606053E-5,4.5466425486174276E-5,2025-01-01,2020,Guangzhou,2024-01-01,11929.0529373498,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_7,2.886303914040201E-5,2.6319995313009745E-5,2026-01-01,2020,Guangzhou,2025-01-01,11929.0529373498,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,1.7355664581012847E-4,1.4895802452052898E-4,2019-01-01,2018.0,Jiangyin,2018-12-05,7136.582753179038,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_1,1.3366177742421401E-4,1.4083514385630866E-4,2020-01-01,2019.0,Jiangyin,2019-01-01,7224.353167194946,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_2,1.7722137591094333E-4,1.8300854540886534E-4,2021-01-01,2020.0,Jiangyin,2020-01-01,7314.547279642285,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_3,2.352536816960353E-4,2.333373177974538E-4,2022-01-01,2020,Jiangyin,2021-01-01,7314.547279642285,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_4,1.379646000941236E-4,1.3774721302613435E-4,2023-01-01,2020,Jiangyin,2022-01-01,7314.547279642285,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_5,1.9947689274224935E-4,2.015480667197393E-4,2024-01-01,2020,Jiangyin,2023-01-01,7314.547279642285,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_6,1.8354034911049534E-4,1.8128011686414689E-4,2025-01-01,2020,Jiangyin,2024-01-01,7314.547279642285,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_7,9.447490631262353E-5,9.738474995803108E-5,2026-01-01,2020,Jiangyin,2025-01-01,7314.547279642285,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_0,1.895349365633151E-5,3.4623657142643E-5,2019-01-01,2018.0,Sanya,2018-12-05,376.306079459161,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_1,-5.198780404502593E-6,-1.3342385225217646E-5,2020-01-01,2019.0,Sanya,2019-01-01,383.2156833663586,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_2,3.899604250539078E-6,6.968131514363931E-7,2021-01-01,2020.0,Sanya,2020-01-01,389.24633305474526,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_3,1.5659997888656652E-5,9.970076554442979E-6,2022-01-01,2020,Sanya,2021-01-01,389.24633305474526,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_4,2.0086217983843385E-5,2.3216313137604574E-5,2023-01-01,2020,Sanya,2022-01-01,389.24633305474526,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_5,7.256686587967775E-6,1.2364091790790183E-6,2024-01-01,2020,Sanya,2023-01-01,389.24633305474526,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_6,1.0846033377941555E-6,-5.316115660001974E-7,2025-01-01,2020,Sanya,2024-01-01,389.24633305474526,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_7,1.5064223054403901E-5,1.9906884115996453E-5,2026-01-01,2020,Sanya,2025-01-01,389.24633305474526,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,-8.02298795402835E-6,-1.9174720961086018E-5,2019-01-01,2018.0,Nunukan,2018-12-05,178.55430544280796,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_1,-7.474809214883849E-6,-9.120220728930645E-6,2020-01-01,2019.0,Nunukan,2019-01-01,186.43009783369948,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_2,-3.1626934259187732E-6,-5.498063569605669E-6,2021-01-01,2020.0,Nunukan,2020-01-01,191.39750663761546,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_3,-4.0625046727715255E-6,-5.5037177341110194E-6,2022-01-01,2020,Nunukan,2021-01-01,191.39750663761546,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_4,6.198764010718424E-6,6.360465650021855E-6,2023-01-01,2020,Nunukan,2022-01-01,191.39750663761546,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_5,-1.0608571944296708E-6,-2.377176357722953E-6,2024-01-01,2020,Nunukan,2023-01-01,191.39750663761546,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_6,5.5151208107605544E-5,5.4780329746050744E-5,2025-01-01,2020,Nunukan,2024-01-01,191.39750663761546,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_7,9.17266223659827E-7,7.80013967292047E-7,2026-01-01,2020,Nunukan,2025-01-01,191.39750663761546,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_0,1.436817192615602E-4,1.3708929770362305E-4,2019-01-01,2018.0,Ratnagiri,2018-12-05,562.1736798056203,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_1,8.326162993479823E-5,8.001875379639276E-5,2020-01-01,2019.0,Ratnagiri,2019-01-01,562.3136978964012,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_2,8.326677904136326E-5,7.458944321554911E-5,2021-01-01,2020.0,Ratnagiri,2020-01-01,567.0675719256494,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_3,1.0219468921156089E-4,9.554296582350895E-5,2022-01-01,2020,Ratnagiri,2021-01-01,567.0675719256494,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_4,1.0954132985511744E-4,1.0445623792363613E-4,2023-01-01,2020,Ratnagiri,2022-01-01,567.0675719256494,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_5,1.1695790838480711E-4,1.1263690503015025E-4,2024-01-01,2020,Ratnagiri,2023-01-01,567.0675719256494,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_6,9.286829701983373E-5,8.728707047001251E-5,2025-01-01,2020,Ratnagiri,2024-01-01,567.0675719256494,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_7,4.5558653427384696E-5,4.0592775111166054E-5,2026-01-01,2020,Ratnagiri,2025-01-01,567.0675719256494,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_0,-1.3650609477612323E-5,-3.290498498836258E-5,2019-01-01,2018.0,Gwadar,2018-12-05,42.79555987883724,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_1,3.89097432741663E-5,3.186633249588993E-5,2020-01-01,2019.0,Gwadar,2019-01-01,43.57996941823876,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_2,4.853166555303956E-5,3.81684554639894E-5,2021-01-01,2020.0,Gwadar,2020-01-01,44.41409089952416,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_3,5.9888017403100445E-5,4.923103451117919E-5,2022-01-01,2020,Gwadar,2021-01-01,44.41409089952416,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_4,4.746059548372724E-5,3.5913678051983294E-5,2023-01-01,2020,Gwadar,2022-01-01,44.41409089952416,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_5,5.066681079329386E-5,3.465782009284794E-5,2024-01-01,2020,Gwadar,2023-01-01,44.41409089952416,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_6,4.50650042401049E-5,3.510960970001913E-5,2025-01-01,2020,Gwadar,2024-01-01,44.41409089952416,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_7,2.8550053895137938E-5,1.43137705379819E-5,2026-01-01,2020,Gwadar,2025-01-01,44.41409089952416,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_0,2.081550832582728E-4,2.315149385732689E-4,2019-01-01,2018.0,Bombay,2018-12-05,5813.166854773555,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_1,1.2183981996148612E-4,1.25627680122437E-4,2020-01-01,2019.0,Bombay,2019-01-01,5921.6340309457455,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_2,1.2452278760602016E-4,1.371479162952191E-4,2021-01-01,2020.0,Bombay,2020-01-01,6034.50536914304,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_3,1.383174518851577E-4,1.3641112051811043E-4,2022-01-01,2020,Bombay,2021-01-01,6034.50536914304,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_4,1.4217237502656786E-4,1.5012129669255978E-4,2023-01-01,2020,Bombay,2022-01-01,6034.50536914304,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_5,1.5312412301642062E-4,1.6062043669050425E-4,2024-01-01,2020,Bombay,2023-01-01,6034.50536914304,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_6,1.3132345354945998E-4,1.5535501907395065E-4,2025-01-01,2020,Bombay,2024-01-01,6034.50536914304,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_7,6.271917016505594E-5,8.353183632791439E-5,2026-01-01,2020,Bombay,2025-01-01,6034.50536914304,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_0,2.0696317661485472E-4,2.2828012581648224E-4,2019-01-01,2018.0,Jawaharlal Nehru Port,2018-12-05,6084.305908737704,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_1,1.204189355152358E-4,1.2440635984670148E-4,2020-01-01,2019.0,Jawaharlal Nehru Port,2019-01-01,6201.725757468099,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_2,1.2368765860865157E-4,1.3535795910262E-4,2021-01-01,2020.0,Jawaharlal Nehru Port,2020-01-01,6325.1291773953835,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_3,1.3704532101567604E-4,1.3464910251685647E-4,2022-01-01,2020,Jawaharlal Nehru Port,2021-01-01,6325.1291773953835,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_4,1.4065484769039098E-4,1.483307320516853E-4,2023-01-01,2020,Jawaharlal Nehru Port,2022-01-01,6325.1291773953835,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_5,1.525295268982756E-4,1.5917603985479567E-4,2024-01-01,2020,Jawaharlal Nehru Port,2023-01-01,6325.1291773953835,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_6,1.315542479916062E-4,1.5238984542055876E-4,2025-01-01,2020,Jawaharlal Nehru Port,2024-01-01,6325.1291773953835,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
