port_name,mean
Yantian,23.563211425166266
Kakinada,44.546283335476744
Tuticorin,25.469403948121062
Galle,35.3236282876944
Kemaman,248.0535333262913
Bangkok,22.52338666930816
Laem Chabang,30.94310773207069
Sriracha,33.021749050102514
Haimen,41.268606044562716
Qinhuangdao,47.63502421281049
Yingkou,37.68938744182299
Alleppey,24.862783401023734
Keelung,34.00385817226526
Mongla,54.38288871889844
Lianyungang,25.600282380066012
Zhanjiang,30.006007337249184
Zhoushan,20.381637858148597
Lhokseumawe,229.5128866469659
Panjang,58.19282041829042
Tanjung Priok,16.145827300923592
Mangalore,31.591206368299645
Porbandar,37.61280210711691
Bassein,107.19606651166151
Malacca,71.45966624162622
Port Dickson,78.51392538362124
Songkhla,60.479680188619795
Hai Phong,28.817793990406894
Guangzhou,12.701661987481263
Jiangyin,12.317540520221629
Sanya,135.55375743142125
Nunukan,261.92861166000614
Ratnagiri,39.0082184022003
Gwadar,173.82660536862255
Bombay,22.167672538142202
Jawaharlal Nehru Port,22.7289213596803
Cochin,26.882832441652535
Madras,20.59766518412153
Calcutta,18.96929737748126
Phuket,95.41154533588622
Pulau Pinang,99.37596134934098
Belawan,140.47067992139142
Semarang,12.030281674834988
Kupang,105.23133227384174
Kuching,157.5618781900208
Miri,182.28324214912732
Kota Kinabalu,165.74422814273018
Pelabuhan Sandakan,175.33127617225142
Ujungpandang,53.2295186621691
Nanjing,29.36905518566904
Hankow,40.72272659068863
Chang Sha,45.03907007181922
Dumaguete,59.76493030102423
Jiangmen,29.254921873189907
Wenzhou,51.62674292995198
Yantai,27.609558628946786
Zhuhai,12.02390453745651
Banjarmasin,121.67389109515094
Tanjung Pandan,60.50177499607932
Kandla,68.9661832746822
Pondicherry,15.045242024290273
Trincomalee,73.18865590069532
Subic Bay,47.99239335828716
Beihai,49.530814644772484
Port Blair,120.16387603540286
Masbate,47.14949746748418
Ningbo,24.61800433762451
Xiamen,53.79164374673632
Senipah,88.20364303589739
Bhavnagar,35.67286451121796
Visakhapatnam,36.6756400244824
Colombo,26.69862462558548
Kaohsiung,65.3559179312029
Taichung,52.456970853756054
Da Nang,131.58859410616395
Haikou,36.479929071673624
Surabaya,40.49056607307157
Zamboanga,75.0065644572306
Chittagong,81.61326020035644
Dalian,23.302330652892163
Qingdao,26.102751354971343
Shanghai,6.731845998638621
Hong Kong,10.386995446245091
Surabaya,14.93389397111876
Phnom Penh,69.7335417996733
Male,190.65656565656565
Yangon,67.85166705220968
Singapore,67.1311184902153
Bangkok,21.355693364951282
Ho Chi Minh City,32.72699031734874
Fuzhou,45.54000733966206
Shantou,43.31785634477789
Guangzhou,24.870782703614392
Tianjin,21.290610959609783
Karachi,73.29200378383173
Taipei,43.27869248198682
Manila,63.624936239960434
