port_name,latitude,longitude,geo_score,socio_score,coupling_C,comprehensive_T,coordination_D,level,alpha,beta,buffer_m,elevation,slope,terrain_ruggedness_tri,evi_vegetation,coastal_water_occur,lu_forest_ratio,lu_grass_ratio,lu_cropland_ratio,lu_water_ratio,population_density_2020,urban_ratio,economic_activity_proxy,port_accessibility,infra_network_density
Cochin,9.959999722412531,76.23000021245127,0.2992210014546691,0.08738479026011982,0.8365185958627994,0.19330289585739446,0.4021212093621033,Near Disorder,0.5,0.5,100000,-0.4867601754596385,1.8851490128173414,28.117574647402396,1.2066536763092013,97.1921545606662,0.613840637205992,0.01942436243644796,0.037544822701314796,0.3121246896889908,806.0038745290179,0.009858099755837593,0.6784710505012196,26.794413776216487,806.0175200627423
Madras,13.100000584025945,80.30000010797347,0.38495682174628926,0.15142731345318775,0.9002480518309489,0.2681920675997385,0.49136482004024135,Near Disorder,0.5,0.5,100000,-741.512503386677,1.84585644214951,26.74980842196239,0.6144950607053397,95.24407149627194,0.1487983144216562,0.047843265529427165,0.34297343705251027,0.36022326025023516,1085.853125737099,0.04089311336820592,1.4802418334824647,20.582808056992697,1085.9159843738314
Calcutta,22.549999541652706,88.30999926690569,0.3198042821679937,0.1710558074438543,0.9529789817050275,0.245430044805924,0.48362141617071586,Near Disorder,0.5,0.5,100000,9.855138905490827,0.08477453477071605,1.2749170723588035,1.3039877658804284,79.60535372128864,0.2823895818028972,0.003380263571801467,0.5230427928112255,0.11576996410177376,1549.4773032318808,0.021133995722828303,1.8684145103813663,18.743021899059908,1549.5004903515883
Phuket,7.829998626707771,98.39999962143038,0.1599854503477736,0.08020973842969753,0.9432340832558903,0.12009759438873556,0.3365711579213179,Mild Disorder,0.5,0.5,100000,-60.21586613668926,0.8027155961630665,11.978124409387416,0.5611013011856286,99.31318078656743,0.2849142899142397,0.0027981478202476918,2.9817287679196046E-4,0.6768971980101761,185.85977292660903,0.005026342780207334,0.5750683471478016,96.09733629854753,185.87478633953833
Pulau Pinang,5.4099998939921585,100.3500001849107,0.2657453680939122,0.12648985096704987,0.9348546682987149,0.19611760953048102,0.4281839123614463,Near Disorder,0.5,0.5,100000,77.8377522693272,1.5379333531454373,23.007359828138622,1.1600219082665721,98.25370509733088,0.48523123535817464,0.010559553803559442,0.0627135848010319,0.39691295070702676,277.9088713656117,0.02451026484876978,1.4263743506181779,99.05670171575571,277.9487091108917
Belawan,3.7799977994102845,98.6799999538794,0.2973361472215683,0.14178406695949333,0.9351561527259745,0.2195601070905308,0.45312579383531426,Near Disorder,0.5,0.5,100000,215.72020641301708,1.7057431795197349,25.50700379571544,1.359502642195858,98.54780285911193,0.5729760368454685,0.021814776225353952,0.04894886028020485,0.3182252341682817,384.0517623105001,0.01854402336676639,0.8868011713911639,140.8212701348444,384.07871689882535
Semarang,-6.94999949291128,110.40999970754781,0.31296480804239496,0.15393917532518755,0.9402097420942671,0.23345199168379127,0.4685016935854239,Near Disorder,0.5,0.5,100000,201.88454408415444,1.6050607578585372,23.66756914223439,1.2169604992358438,98.03941458547318,0.4620549128909663,0.010332101036432378,0.18301276400306582,0.2846194966133059,985.1227173259227,0.056213198010970654,1.4547333087626506,12.017860853063938,985.1992807993379
Kupang,-10.159999322861687,123.57999925991075,0.3057337599192136,0.07933137553471103,0.8088909713426321,0.1925325677269623,0.39463635884666487,Mild Disorder,0.5,0.5,100000,-1334.7647434786493,2.794886007056343,39.94471094734855,-0.04919033505430204,98.8035340898259,0.16948084022074578,0.04883428796286233,0.006741798739421223,0.766031515845291,191.73695013851696,0.004561033228812522,0.2771670330234099,105.35115149464727,191.75540980348077
Kuching,1.5599986671438264,110.34999804377263,0.26468296826928067,0.10711257333247792,0.9057514598080256,0.1858977708008793,0.4103378818461125,Near Disorder,0.5,0.5,100000,66.5868061273886,1.3551926573892608,20.57984673999762,2.069262796644161,98.09698013865176,0.6684509742287109,0.009131241242955786,7.459805907551941E-5,0.3017813285153713,67.08015797908642,0.005445658312512917,0.42696498775489516,157.62624179769526,67.08782464471236
Miri,4.3800010598588015,113.9600015337224,0.20583104735055988,0.11483424876151332,0.9588908911205635,0.1603326480560366,0.3920988596899672,Mild Disorder,0.5,0.5,100000,-42.92906711433787,0.6966068817297631,10.415443500488,1.306929091016121,99.32913546038682,0.6334040001320416,0.010816788377390045,4.67647932629355E-5,0.35058831943838226,32.53654258185938,0.003460594701457227,0.28021771927783556,182.45166312994692,32.541770645332114
Kota Kinabalu,5.979997863452038,116.0600017975396,0.34496941670530373,0.11148186533789253,0.8592666870165592,0.22822564102159815,0.44283935061471125,Near Disorder,0.5,0.5,100000,245.58574005192565,2.8327917539323058,41.96973847804482,1.2951238318317726,99.46078141953272,0.5578963651543463,0.01864906770564147,0.003760259936461582,0.40767333012870316,103.69422365887077,0.004092047577914075,0.39753045646689583,163.85409250596422,103.70095580903363
Pelabuhan Sandakan,5.829998163115172,118.11000216124447,0.2038948563486737,0.10940955056868559,0.9534419224825187,0.15665220345867964,0.3864696340293325,Mild Disorder,0.5,0.5,100000,12.535708871580024,0.7133454136409746,10.78762260996838,1.5782193869260832,99.3082973713487,0.5139104741111828,0.011907414552296281,6.483930892136698E-4,0.4091316229941468,50.525399468731415,9.896526098524434E-4,0.29509376581642865,175.11220167620712,50.526937782828725
Ujungpandang,-5.129999561543132,119.39999780050108,0.3339268492467948,0.06859829496093826,0.7520025473946624,0.20126257210386653,0.38903723075987157,Mild Disorder,0.5,0.5,100000,-144.32685383298823,2.4834145726302914,36.65189405298435,1.9269853065949945,98.87646181954163,0.3072778535486389,0.016156785564584338,0.05957154971773622,0.6055357886416847,390.5537897132613,0.008137679671827672,0.47456721413470415,52.86723267604542,390.57315190872356
Nanjing,32.079999231279345,118.74999909904135,0.3625533985088331,0.249600315250817,0.9828292250837918,0.30607685687982505,0.548471767790541,Barely Coordination,0.5,0.5,100000,30.333038409432543,0.5269052113366548,7.306602532006618,1.0170074374879559,73.65922329959936,0.24562406485985597,0.018419386227695282,0.5503166854641884,0.07060928606388353,598.1925589629654,0.1099334126822423,4.109511212517148,29.1777154048502,598.3080276119314
Hankow,30.580002227910686,114.28000000262084,0.3855281192959483,0.189119240707498,0.9397762544242834,0.28732368000172315,0.5196344597882446,Barely Coordination,0.5,0.5,100000,58.30662661758571,0.8447991962259188,11.90170806915036,1.244071135044797,71.15530820231595,0.31098003232056226,0.030496031686353918,0.4882853000737762,0.08846292996509707,585.7383801945609,0.07107387023049347,2.834173939058419,40.72794514785519,585.8129722906021
Chang Sha,28.20000163164448,112.97999814060027,0.3458279673368652,0.14062525393347697,0.9066728848406932,0.2432266106351711,0.46960299481009976,Near Disorder,0.5,0.5,100000,123.65010538146551,1.627766331510993,22.943768078766446,1.6675728607693394,70.72501370202139,0.6592089324332423,0.0036350419628830696,0.2465525991803725,0.037067442488333255,467.51128205813075,0.04857818875846722,1.9031262294045967,44.82135496425609,467.5603953752316
Dumaguete,9.31194518901208,123.30812786868213,0.39809430106807564,0.05241527228578006,0.6412802645829287,0.22525478667692786,0.3800676902852326,Mild Disorder,0.5,0.5,100000,-491.5710506888782,4.1371126614244345,60.58477766134998,0.40988462312652124,99.39400597789847,0.3628266417465411,0.02707255870563468,0.015522635950292405,0.5903666359234353,269.51041148541657,0.0010117188477575243,0.2360878557268299,60.186415908515116,269.51270212687683
Jiangmen,22.502501197231403,113.00194137688429,0.2654777851923956,0.4684319509257896,0.9610028913548612,0.3669548680590926,0.5938389421396424,Barely Coordination,0.5,0.5,100000,48.87685018777234,1.4475036838340392,21.10940759551902,1.24493109484781,91.79858300577163,0.4305787588501526,0.017365843267186796,0.08821905093558796,0.2754526068937502,1649.272188346769,0.1783116178161188,7.684702731977425,28.689267957898167,1649.498210240561
Wenzhou,27.998334327401334,120.88474467826697,0.38289266521048043,0.18409105591300592,0.9365139989818457,0.2834918605617432,0.5152611920312667,Barely Coordination,0.5,0.5,100000,179.52487764442725,3.5493783230768914,49.97417411491881,1.2029212929931752,96.33746076184308,0.5102719865719841,0.00954763015715011,0.05936550591265155,0.3551638270716799,673.4925276973172,0.0620526345483263,2.4348386552317836,51.547975353442574,673.5833334686492
Yantai,37.57111017343369,121.38898874359276,0.3457351465050029,0.11842552214735891,0.871878720311775,0.23208033432618091,0.44982875063944006,Near Disorder,0.5,0.5,100000,35.46319546970062,0.8301396829373648,11.003169245445026,0.4559303679580172,97.26676772210972,0.1168245472263624,0.05912484389028612,0.3583152427669371,0.4102914573904915,382.3667624851146,0.0519382503188755,1.4803985512528466,27.910414362841237,382.4514229029184
Zhuhai,22.239721913050783,113.58421525154432,0.19024579902179506,0.5537227156366227,0.8725275470870081,0.37198425732920887,0.5697073912127497,Barely Coordination,0.5,0.5,100000,11.478333824747672,0.9411238984561047,13.725484537900208,0.6921333072759559,95.13177922852805,0.24315992930561636,0.012916971995479221,0.04983762044250562,0.5104330555235893,2898.0363066123195,0.1750447713833016,8.26293759068596,11.977169925025905,2898.363626164455
Banjarmasin,-3.3219455618971643,114.55530044255954,0.37430395662072147,0.08737703684207467,0.7834275953670551,0.23084049673139806,0.4252608790702664,Near Disorder,0.5,0.5,100000,29.83449156704685,0.5388972701611884,8.080043636019205,2.038211750892247,96.59832741120388,0.5174653715224793,0.12742892891824695,0.07591986895602346,0.20440672720869932,107.89820205987152,0.005671413631561538,0.40620259324529595,121.40927556039982,107.90514056970291
Tanjung Pandan,-2.7499989652769283,107.62709257649644,0.12763455239137236,0.0380065868634411,0.84096002259816,0.08282056962740673,0.26391056838530824,Moderate Disorder,0.5,0.5,100000,-15.414421842829814,0.18227595209630917,2.7769139114306447,0.542821660160279,98.97289801969733,0.17227334232564634,0.012544154686488384,2.721785906302863E-4,0.8018033623281043,58.28505942116798,0.0010498317067168187,0.255722642494669,59.70282688541789,58.290064844838646
Kandla,23.013612278179473,70.22232024965945,0.265620775739828,0.08992623573047782,0.869375086426313,0.1777735057351529,0.3931308394323793,Mild Disorder,0.5,0.5,100000,40.21478449482468,0.2779544736934646,3.963842983453905,0.39036014278964487,82.85423388234373,0.005716050739857662,0.0073310918033679465,0.4727823654056826,0.20282457587080405,163.34729931673232,0.01683169147064192,1.3131628541179243,69.03075818308253,163.36762551115368
Pondicherry,11.91416508627676,79.82231890762309,0.3836736523508361,0.075284907507552,0.7406132374309123,0.22947927992919406,0.41225646439040226,Near Disorder,0.5,0.5,100000,-389.9608245594494,1.1178230013407766,16.195691645246086,0.7338327015319451,96.24785183927875,0.15560541939114958,0.0385488836020828,0.4688431647915731,0.26401041688824134,601.3689322172173,0.01524497224269244,0.8549636146199036,15.078683259820483,601.3894799073219
Trincomalee,8.55833481547446,81.20388664611328,0.39718173713688004,0.051637249952383765,0.6381679102039642,0.2244094935446319,0.3784322099469174,Mild Disorder,0.5,0.5,100000,-1060.367635569803,1.8756129202199128,27.502202032683684,1.0672969665732273,97.55820243443861,0.46322609090589834,0.09506021013182261,0.11508018187967986,0.32324860322945476,109.86671474098637,0.0012425633131795556,0.34092532175507295,72.70184146893637,109.86841656166044
Subic Bay,14.808331247712646,120.27479316336819,0.41447284390626526,0.2136419671344634,0.9475066919336084,0.3140574055203643,0.5455011396705346,Barely Coordination,0.5,0.5,100000,-660.0052166974863,2.9773070525124505,43.86033813953823,0.9160324388176561,97.61632004941967,0.2981744035339261,0.05748516375315817,0.14321871362789174,0.44118225210945733,1630.1033776974245,0.05331781251791469,1.2623633723946774,48.180686802948834,1630.1937125961078
Beihai,21.458612263316564,109.07055263760846,0.19869037168411505,0.0874649495514758,0.9213690193474253,0.14307766061779542,0.36308032699933207,Mild Disorder,0.5,0.5,100000,13.553287944466842,0.42044564293397196,6.0900484309189125,0.9788330479766851,96.47857813261408,0.41521188551491456,0.010622050406805741,0.09236777124816706,0.45689551792781996,304.32758379625346,0.01814987951448514,1.2458219275663691,49.507202087012075,304.35703801343305
Port Blair,11.672223181318893,92.72391179027595,0.23952008867227476,0.0768369572281995,0.8576469252917686,0.15817852295023713,0.36832230974441976,Mild Disorder,0.5,0.5,100000,-539.9895985530377,2.5145968225575666,36.46249872257287,0.3291722297348295,99.46465557343343,0.10946638253434463,5.833875511256036E-4,2.243798273560014E-4,0.8728987709089003,91.59003709515224,2.6925579282720166E-4,0.1923871313486621,122.48548767046313,91.59187531775258
Masbate,12.368056982507015,123.61984578692433,0.2815508072463565,0.047684460508337814,0.7038667821831927,0.16461763387734715,0.34039518834416455,Mild Disorder,0.5,0.5,100000,-164.17960118417582,1.9897847608530859,28.861008629249863,0.56141884053998,99.59610371817298,0.19248732497948817,0.045102182584752855,0.008393063287541339,0.7495653973590294,304.6943284613165,0.0010443277220375865,0.2780289499674244,47.02870242142719,304.6980403001406
Ningbo,29.86666645508779,121.5533556675238,0.27190718462907476,0.22829474638250483,0.9961917295945228,0.2501009655057898,0.49914778713370334,Near Disorder,0.5,0.5,100000,74.40635289757296,1.7803790073803494,25.162993956718935,0.8666275590500648,95.6536807734593,0.33360907186626226,0.010887001267170947,0.10144617196108097,0.45905542474356054,709.1211187565932,0.08762772203435094,3.938649041363204,24.403391539399145,709.2743131368154
