system:index,CO_area_mean_mol_per_m2,NO2_area_mean_mol_per_m2,SO2_area_mean_mol_per_m2,end_date,population_year_used,port_name,start_date,total_pollution_area_mean_mol_per_m2,total_pollution_population_weighted_exposure_mol_per_m2,total_population,year,.geo
0000000000000000000d_4,0.04275728071593756,3.158169822986059E-5,1.1846365938623277E-4,2023-01-01,2020,Mongla,2022-01-01,0.042907326073553693,0.04311068501082255,3902.128192957066,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_5,0.04328760295211145,3.1953308926026786E-5,1.516571794394196E-4,2024-01-01,2020,Mongla,2023-01-01,0.04347121344047688,0.0440764406279026,3902.128192957066,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_6,0.04508130447641327,3.027436761177506E-5,1.4861308641508006E-4,2025-01-01,2020,Mongla,2024-01-01,0.045260191930440175,0.04556747105712633,3902.128192957066,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_7,0.043455389523720626,2.9988825425910824E-5,1.0958760771918221E-4,2026-01-01,2020,Mongla,2025-01-01,0.043594965956865746,0.044035681454558426,3902.128192957066,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_0,0.05219995382093614,2.0842139727743773E-4,3.064957736957213E-4,2019-01-01,2018.0,Lianyungang,2018-12-05,0.052764416910544745,0.0537623724219241,2042.33026314816,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_1,0.05117078447810213,1.0921275142342873E-4,1.9306252862088033E-4,2020-01-01,2019.0,Lianyungang,2019-01-01,0.05147305975814645,0.0522429811330917,2036.3950379319633,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_2,0.051020785454273035,1.08033506790271E-4,2.579026459468983E-4,2021-01-01,2020.0,Lianyungang,2020-01-01,0.05138672160701017,0.05199395057511483,2031.1424781392318,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_3,0.04801944804982491,1.3015975981530927E-4,2.8436366480396187E-4,2022-01-01,2020,Lianyungang,2021-01-01,0.04843397147444423,0.04878669883146849,2031.1424781392318,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_4,0.04579178097778059,1.0376426318700561E-4,2.265710559171997E-4,2023-01-01,2020,Lianyungang,2022-01-01,0.04612211629688478,0.04655589878056356,2031.1424781392318,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_5,0.046815054328656236,1.1111099002005152E-4,2.714805903394778E-4,2024-01-01,2020,Lianyungang,2023-01-01,0.047197645909015734,0.047391771212905685,2031.1424781392318,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_6,0.046973405947825245,9.822907916778632E-5,2.6077343922230876E-4,2025-01-01,2020,Lianyungang,2024-01-01,0.04733240846621533,0.047918162520284406,2031.1424781392318,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_7,0.044123620643683914,1.0968157331936114E-4,1.1605138653436002E-4,2026-01-01,2020,Lianyungang,2025-01-01,0.04434935360353761,0.04449998111829263,2031.1424781392318,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,0.03995271852156927,3.426659894572675E-5,5.65312448698368E-5,2019-01-01,2018.0,Zhanjiang,2018-12-05,0.04004433345778232,0.04077939576322297,2099.8133876332467,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_1,0.04487643072960906,3.030319529392267E-5,1.0945518720475896E-5,2020-01-01,2019.0,Zhanjiang,2019-01-01,0.044917679443623515,0.044900983283843114,2126.364122839476,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_2,0.043391271751226014,2.9360042798407406E-5,3.62261121213339E-5,2021-01-01,2020.0,Zhanjiang,2020-01-01,0.043456857906145764,0.04252031326294789,2153.184288708718,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_3,0.04256921649710236,3.3484744670603406E-5,3.8488780502424784E-5,2022-01-01,2020,Zhanjiang,2021-01-01,0.04264119002227542,0.04220555400880797,2153.184288708718,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_4,0.0387672418481507,3.192868789989435E-5,5.156860429715489E-5,2023-01-01,2020,Zhanjiang,2022-01-01,0.038850739140347715,0.039253276349991574,2153.184288708718,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_5,0.0440443668952705,3.255081543664776E-5,2.386906496428755E-5,2024-01-01,2020,Zhanjiang,2023-01-01,0.04410078677567148,0.04383272460951986,2153.184288708718,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_6,0.04294840377059169,3.271145563255719E-5,1.5399154234261663E-5,2025-01-01,2020,Zhanjiang,2024-01-01,0.04299651438045848,0.04263120291913273,2153.184288708718,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_7,0.039408178727526964,3.333942801744313E-5,2.3170808822945943E-5,2026-01-01,2020,Zhanjiang,2025-01-01,0.03946468896436736,0.03951001508525611,2153.184288708718,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_0,0.046613463295479524,1.0087224338688814E-4,1.1990591787698579E-4,2019-01-01,2018.0,Zhoushan,2018-12-05,0.04689026140276482,0.04301776498233823,1844.4124055587336,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_1,0.04317064724026942,7.131246315526434E-5,8.319933278265401E-5,2020-01-01,2019.0,Zhoushan,2019-01-01,0.043325159036207365,0.044492757777711826,1887.255588939334,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_2,0.04445354937028098,6.668136500969438E-5,9.140891279006261E-5,2021-01-01,2020.0,Zhoushan,2020-01-01,0.04461163964808068,0.04536063056718326,1931.1073932640988,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_3,0.04344340659975729,1.0206609578041217E-4,1.7391156106710771E-4,2022-01-01,2020,Zhoushan,2021-01-01,0.04371938425660479,0.04431183973955822,1931.1073932640988,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_4,0.03986396886771294,6.875983338447595E-5,1.0208420892894067E-4,2023-01-01,2020,Zhoushan,2022-01-01,0.040034812910026356,0.04107978486863977,1931.1073932640988,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_5,0.041657673290461446,7.973778470532402E-5,1.3212238745236376E-4,2024-01-01,2020,Zhoushan,2023-01-01,0.04186953346261908,0.0428603741902392,1931.1073932640988,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_6,0.042290172699518264,7.61895926139328E-5,1.0926291142283596E-4,2025-01-01,2020,Zhoushan,2024-01-01,0.04247562520355505,0.042531004300393804,1931.1073932640988,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_7,0.03851014551821604,7.808406164951377E-5,5.5529109267757714E-5,2026-01-01,2020,Zhoushan,2025-01-01,0.03864375868913332,0.03921544175656133,1931.1073932640988,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_0,0.03181246516922079,1.3482124707722395E-5,-2.4750143525331848E-6,2019-01-01,2018.0,Lhokseumawe,2018-12-05,0.03187053396564098,0.031592137231169604,315.3966857426453,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_1,0.03320302014907564,1.3402310964208921E-5,-9.779565124469614E-6,2020-01-01,2019.0,Lhokseumawe,2019-01-01,0.03320664289491533,0.0327259022118541,317.32257927771576,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_2,0.031500413524938535,1.2594482203016676E-5,-1.369749820886508E-5,2021-01-01,2020.0,Lhokseumawe,2020-01-01,0.03149931050893271,0.03183958285248108,318.84682140876265,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_3,0.030243043868600106,1.207467870456231E-5,1.8116034402994892E-6,2022-01-01,2020,Lhokseumawe,2021-01-01,0.030256930150744973,0.0300822983532183,318.84682140876265,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_4,0.028712054332332888,1.3268550368179083E-5,4.6615438543694514E-6,2023-01-01,2020,Lhokseumawe,2022-01-01,0.028729984426555503,0.028329467594889492,318.84682140876265,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_5,0.030939611213142718,1.4382917807968825E-5,-7.319407293459666E-8,2024-01-01,2020,Lhokseumawe,2023-01-01,0.03095392093687774,0.0307126323509601,318.84682140876265,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_6,0.031244495745159143,1.3682881277479053E-5,2.8158364170673137E-5,2025-01-01,2020,Lhokseumawe,2024-01-01,0.03128633699060736,0.03128045693210726,318.84682140876265,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_7,0.029038410788749476,1.336894959377538E-5,7.977660679776561E-7,2026-01-01,2020,Lhokseumawe,2025-01-01,0.02905257750441126,0.028613131411476398,318.84682140876265,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,0.025926205239902415,1.6957797610885475E-5,7.4478870299846E-5,2019-01-01,2018.0,Panjang,2018-12-05,0.026034588821617726,0.026556346651484142,1273.8591405841648,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_1,0.03313758340488911,2.2333403062993776E-5,5.175086385826235E-5,2020-01-01,2019.0,Panjang,2019-01-01,0.03321166767181032,0.033249188699666754,1300.658893726152,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_2,0.030529244671057783,1.933038446631952E-5,4.499829214632547E-5,2021-01-01,2020.0,Panjang,2020-01-01,0.030593573347670426,0.03075572653343183,1324.1287000822088,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_3,0.029577344240098356,2.0994326865838306E-5,8.847509453309494E-5,2022-01-01,2020,Panjang,2021-01-01,0.029686813661497283,0.02989001042768504,1324.1287000822088,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_4,0.02804452237162567,2.042972582721352E-5,1.0253290030022345E-4,2023-01-01,2020,Panjang,2022-01-01,0.028167484997753057,0.028419219746111783,1324.1287000822088,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_5,0.031742841182937485,2.321570069403469E-5,9.626737115664018E-5,2024-01-01,2020,Panjang,2023-01-01,0.031862324254788146,0.03217202765100202,1324.1287000822088,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_6,0.03178373644727764,2.3009762239100735E-5,7.129798138816212E-5,2025-01-01,2020,Panjang,2024-01-01,0.03187804419090488,0.03194529002302716,1324.1287000822088,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_7,0.02852622011582501,1.9843588602190076E-5,3.229544344802593E-5,2026-01-01,2020,Panjang,2025-01-01,0.028578359147875244,0.02871797552503739,1324.1287000822088,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,0.02666546120466384,3.348329979443229E-5,8.506756230505295E-5,2019-01-01,2018.0,Tanjung Priok,2018-12-05,0.026841889452565236,0.02827412327291312,7746.08082471899,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_1,0.035223990204251425,3.71706428418948E-5,6.612115153177275E-5,2020-01-01,2019.0,Tanjung Priok,2019-01-01,0.03532728199862509,0.03767127352621445,7969.377631650482,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2,0.031313178006771386,3.106247554674604E-5,5.578037085939067E-5,2021-01-01,2020.0,Tanjung Priok,2020-01-01,0.03140002085317745,0.03299507671081005,8194.894098471786,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_3,0.03062518624719298,3.7907893827131757E-5,5.724978354271399E-5,2022-01-01,2020,Tanjung Priok,2021-01-01,0.030720343924562812,0.03264886429201365,8194.894098471786,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_4,0.029260967171282293,3.8182066771863397E-5,8.618138963340733E-5,2023-01-01,2020,Tanjung Priok,2022-01-01,0.029385330627687577,0.031315947461141164,8194.894098471786,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_5,0.03368574811084722,4.011284647970823E-5,8.659743723081848E-5,2024-01-01,2020,Tanjung Priok,2023-01-01,0.033812458394557716,0.036257772388564695,8194.894098471786,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_6,0.03304766503048736,3.857177541189079E-5,1.0035936466633575E-4,2025-01-01,2020,Tanjung Priok,2024-01-01,0.03318659617056556,0.03559089569575555,8194.894098471786,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_7,0.029832823321954745,3.6662065962295375E-5,5.1640072298038514E-5,2026-01-01,2020,Tanjung Priok,2025-01-01,0.029921125460215105,0.031711187872644896,8194.894098471786,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,0.04093717079626487,2.2255601563003806E-5,6.537849507100302E-5,2019-01-01,2018.0,Mangalore,2018-12-05,0.0410208372637017,0.041895047313566566,904.8924380156338,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_1,0.03559533764505558,1.9146919033779155E-5,2.9037802898573456E-5,2020-01-01,2019.0,Mangalore,2019-01-01,0.03564352236698792,0.03725411147810115,911.8841106311367,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2,0.03685921391906004,1.697162778334898E-5,2.770066554919603E-5,2021-01-01,2020.0,Mangalore,2020-01-01,0.036903886212392586,0.038675092429376286,921.2129739375097,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_3,0.035091753428664565,1.770804346405347E-5,2.915213965829045E-5,2022-01-01,2020,Mangalore,2021-01-01,0.035138613611786905,0.03665548046456674,921.2129739375097,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_4,0.03473845395909987,1.8613945568626395E-5,4.6159463163506656E-5,2023-01-01,2020,Mangalore,2022-01-01,0.03480322736783201,0.036266488234848585,921.2129739375097,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_5,0.03455872643295878,2.0044209323034176E-5,5.105368677293327E-5,2024-01-01,2020,Mangalore,2023-01-01,0.03462982432905471,0.03688269136142215,921.2129739375097,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_6,0.03664600117304942,1.877171457326216E-5,4.058100791424001E-5,2025-01-01,2020,Mangalore,2024-01-01,0.03670535389553696,0.03815482180132238,921.2129739375097,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_7,0.0344050724916139,2.008336018025745E-5,2.1210567502917562E-5,2026-01-01,2020,Mangalore,2025-01-01,0.03444636641929709,0.03643483189187314,921.2129739375097,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_0,0.037557311173647,4.437772254786159E-5,2.06028898705083E-4,2019-01-01,2018.0,Porbandar,2018-12-05,0.03780409118124545,0.037727247611961744,619.0404350834738,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_1,0.03307144057674352,2.472166586488425E-5,1.0286901811082807E-4,2020-01-01,2019.0,Porbandar,2019-01-01,0.03319903126071928,0.03445705390119771,626.6871407563194,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_2,0.03463500875284458,2.6970451054873804E-5,1.1579838800761972E-4,2021-01-01,2020.0,Porbandar,2020-01-01,0.034777777591907075,0.036227702765960136,637.5546944806101,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_3,0.03383692576624603,2.539260609528306E-5,1.0284501157646732E-4,2022-01-01,2020,Porbandar,2021-01-01,0.0339651633839177,0.035321150950093555,637.5546944806101,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_4,0.032741761913535644,2.6009403185797592E-5,1.0933946960940245E-4,2023-01-01,2020,Porbandar,2022-01-01,0.03287711078633092,0.03412226958146582,637.5546944806101,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_5,0.0333570669370577,2.5812319776140046E-5,1.1734545129240841E-4,2024-01-01,2020,Porbandar,2023-01-01,0.03350022470812629,0.03479244655494006,637.5546944806101,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_6,0.035367542432370475,2.830268027271907E-5,1.1356503312145137E-4,2025-01-01,2020,Porbandar,2024-01-01,0.03550941014576462,0.03681661705907473,637.5546944806101,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_7,0.034118294492310484,2.7616304891635005E-5,5.854327625961244E-5,2026-01-01,2020,Porbandar,2025-01-01,0.03420445407346173,0.035835895613517896,637.5546944806101,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_0,0.03774007633142515,1.3289444852433515E-5,1.815218064045696E-5,2019-01-01,2018.0,Bassein,2018-12-05,0.03777151795691805,0.03806741952058163,649.0389280835644,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_1,0.039722981011633476,1.494139832282939E-5,1.3235824782798975E-5,2020-01-01,2019.0,Bassein,2019-01-01,0.03975115823473909,0.04063807142709759,640.4907696156228,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_2,0.039997102959542265,1.355611752924465E-5,1.647911394925961E-5,2021-01-01,2020.0,Bassein,2020-01-01,0.04002713819102076,0.04086819512675998,635.8399138139597,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_3,0.03874285919292261,1.3861774305387557E-5,2.6799115525290938E-5,2022-01-01,2020,Bassein,2021-01-01,0.03878352008275326,0.039487694920325646,635.8399138139597,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_4,0.03703925763237302,1.4077800976910304E-5,2.6922589773894863E-5,2023-01-01,2020,Bassein,2022-01-01,0.0370802580231238,0.03776418374424731,635.8399138139597,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_5,0.04070342484807511,1.5760261102200822E-5,2.8183925465904487E-5,2024-01-01,2020,Bassein,2023-01-01,0.04074736903464314,0.04133501205431398,635.8399138139597,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_6,0.03982840752145179,1.4817935463646289E-5,3.955714905181348E-5,2025-01-01,2020,Bassein,2024-01-01,0.039882782605967275,0.04087227916471632,635.8399138139597,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_7,0.03631512109878458,1.4459610166484521E-5,2.4636475732518174E-5,2026-01-01,2020,Bassein,2025-01-01,0.03635421718468357,0.03754483119192241,635.8399138139597,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,0.03257056207763534,2.6686379917812506E-5,-1.3075280805235004E-5,2019-01-01,2018.0,Malacca,2018-12-05,0.03259014983626426,0.03146518883876401,920.4275205160181,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_1,0.03691953159337396,2.476744959750107E-5,-2.33763255731078E-5,2020-01-01,2019.0,Malacca,2019-01-01,0.03692092271739828,0.036645114630558376,946.5247174536775,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2,0.03190471327970779,2.196346453010643E-5,-2.1441739463708595E-5,2021-01-01,2020.0,Malacca,2020-01-01,0.03190523500477421,0.032030498784923506,972.5537234393112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_3,0.03058976115221596,2.453035196768479E-5,-1.725676675756061E-5,2022-01-01,2020,Malacca,2021-01-01,0.03059703473742609,0.030800187045529073,972.5537234393112,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_4,0.029565498279041803,2.578180134590858E-5,-9.469917726798098E-6,2023-01-01,2020,Malacca,2022-01-01,0.029581810162660926,0.029908576959490753,972.5537234393112,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_5,0.03333920614056487,2.9142293199949345E-5,-8.030598930413006E-6,2024-01-01,2020,Malacca,2023-01-01,0.033360317834834396,0.03333947926799654,972.5537234393112,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_6,0.03167163902966672,2.891995559206004E-5,7.214072024030395E-5,2025-01-01,2020,Malacca,2024-01-01,0.03177269970549906,0.03198350614357829,972.5537234393112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_7,0.030238129054402766,2.88033546481847E-5,1.36033183524765E-5,2026-01-01,2020,Malacca,2025-01-01,0.03028053572740339,0.03042785596363463,972.5537234393112,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,0.03224519361547924,3.058953959517518E-5,-1.4104492097084465E-5,2019-01-01,2018.0,Port Dickson,2018-12-05,0.03226620583575465,0.0325063272673701,1808.1533645537843,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_1,0.03727452400143388,3.0161253862882933E-5,-2.4194720554814324E-5,2020-01-01,2019.0,Port Dickson,2019-01-01,0.03728049053474196,0.03722900020997691,1862.2076227472983,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2,0.03182235884141438,2.6864548285239783E-5,-1.993124294705158E-5,2021-01-01,2020.0,Port Dickson,2020-01-01,0.03182929214675259,0.03246799981083614,1916.014003800659,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_3,0.030578612921115397,2.880904351885532E-5,-1.6822613054302716E-5,2022-01-01,2020,Port Dickson,2021-01-01,0.030590599351579945,0.031326137123353734,1916.014003800659,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_4,0.02943197363998715,3.069852171753278E-5,-7.33941186615294E-6,2023-01-01,2020,Port Dickson,2022-01-01,0.029455332749838498,0.030314426799990923,1916.014003800659,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_5,0.03320512288717275,3.473095582132492E-5,-6.473039126585988E-6,2024-01-01,2020,Port Dickson,2023-01-01,0.03323338080386741,0.03367737200285864,1916.014003800659,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_6,0.031601890622683135,3.5307645206317016E-5,7.818136467246733E-5,2025-01-01,2020,Port Dickson,2024-01-01,0.03171537963256195,0.03237528109228636,1916.014003800659,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_7,0.03020312417661553,3.5782845672522234E-5,1.3822215515254867E-5,2026-01-01,2020,Port Dickson,2025-01-01,0.03025272923780331,0.03084951461830525,1916.014003800659,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,0.033675711492374874,1.058163674305694E-5,-2.2381173084025046E-5,2019-01-01,2018.0,Songkhla,2018-12-05,0.033663761636959555,0.033665312890619505,604.28960012047,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_1,0.03356306517007101,1.1163348369610062E-5,-2.3598807889252736E-5,2020-01-01,2019.0,Songkhla,2019-01-01,0.03355062971055138,0.03329546756824468,611.1655895177056,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_2,0.033364579672423705,1.014149992828801E-5,-2.1183034063433566E-5,2021-01-01,2020.0,Songkhla,2020-01-01,0.03335353813828851,0.03270827138367181,617.2135753573594,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_3,0.031369653436823935,1.0222390767059769E-5,-1.5261863375167405E-5,2022-01-01,2020,Songkhla,2021-01-01,0.03136461396421587,0.03078323204760517,617.2135753573594,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_4,0.030703708949009388,1.1161372383188698E-5,-7.1615626507100025E-6,2023-01-01,2020,Songkhla,2022-01-01,0.030707708758741892,0.03006991728743464,617.2135753573594,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_5,0.03223196587020965,1.2087608220361357E-5,-9.534519330406389E-6,2024-01-01,2020,Songkhla,2023-01-01,0.03223451895909961,0.03186108551631467,617.2135753573594,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_6,0.03252117130284554,1.142383562386913E-5,2.0824138023879905E-5,2025-01-01,2020,Songkhla,2024-01-01,0.03255341927649326,0.032047688133991406,617.2135753573594,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_7,0.030680943848885835,1.0850134786180318E-5,7.0216572304152606E-6,2026-01-01,2020,Songkhla,2025-01-01,0.030698815640902485,0.03026745016615273,617.2135753573594,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0,0.04140551311402132,6.127133909791888E-5,7.135845586093349E-5,2019-01-01,2018.0,Hai Phong,2018-12-05,0.041538142908980225,0.04303079310995524,3484.020849392199,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_1,0.04689815677980418,5.2414242477825135E-5,2.5307036834956685E-5,2020-01-01,2019.0,Hai Phong,2019-01-01,0.04697587805911699,0.048439162568632683,3522.232764706103,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_2,0.04425860439519938,4.3625061546103686E-5,1.0048305421651631E-5,2021-01-01,2020.0,Hai Phong,2020-01-01,0.044312277762167174,0.04513095874667006,3562.9874770494653,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_3,0.043139607764935556,5.723270308038508E-5,5.475678286332091E-5,2022-01-01,2020,Hai Phong,2021-01-01,0.04325159725087934,0.04348377434912052,3562.9874770494653,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_4,0.04012563176719446,5.318170283373417E-5,5.6490635796233576E-5,2023-01-01,2020,Hai Phong,2022-01-01,0.04023530410582441,0.04153743614940455,3562.9874770494653,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_5,0.0463061022724251,5.3957762071392385E-5,4.491170779276857E-5,2024-01-01,2020,Hai Phong,2023-01-01,0.04640497174228929,0.0472885992519104,3562.9874770494653,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_6,0.044770264655130204,5.378264426257214E-5,3.423907419996999E-5,2025-01-01,2020,Hai Phong,2024-01-01,0.04485828637359276,0.04605960629593111,3562.9874770494653,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_7,0.041129716704200056,5.778207457490434E-5,4.152206325841414E-5,2026-01-01,2020,Hai Phong,2025-01-01,0.04122902084203337,0.042307819401383874,3562.9874770494653,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,0.04115002945344018,1.8416739025191835E-4,1.7351377276963068E-4,2019-01-01,2018.0,Guangzhou,2018-12-05,0.0415077106164617,0.04223234450149112,11353.859475647188,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_1,0.04410603212201246,1.1593621704649805E-4,2.020421769643817E-5,2020-01-01,2019.0,Guangzhou,2019-01-01,0.0442421725567554,0.04471859010654232,11642.350908951337,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
